0,대분류,중분류,소분류
국군수도병원 병리장비운영소모품(6) 21품목 구매,기타,기타,기타
누설탐지기 등 21종 구매,기타,기타,기타
누설탐지기 등 21종 구매,기타,기타,기타
임시숙영시설(컨테이너) 등 3종 제조설치납품,건설·시설,현장안전/표지,현장안전·표지
예비군동대 노후비품(책상 등) 제조 납품,피복·생활·사무,가구/집기,사무가구·집기
(236246-D)PC기반 수신체계 안테나 제조설치,IT·통신장비,무선/위성/안테나,무전·위성·안테나
23년 7월~8월 부대계약 식자재납품(돈가스),급식·식품,식자재,식자재
2023 국군수도병원 소방기구(소화기) 구매,공구·설비,안전/소방,소방·안전장비
부싱-밸브 조립체 등 6항목 제조(생산능력 궤도),건설·시설,자재/철물,자재·철물
23년 의무장비(수술등 천정식) 구매,기타,기타,기타
복지대대  광성회관 식자재(농·수산물 및 공산품류),급식·식품,식자재,식자재
(긴급)필라멘트 울템용 등 2종,기타,기타,기타
(긴급)폐기관 단열재 등 11종,기타,기타,기타
발칸 패드 등 26종 구매,IT·통신장비,PC/주변기기,PC·주변기기
발칸 핀 등 16종 구매,기타,기타,기타
육훈소 노후보일러 교체 진공온수보일러 제조구매,공구·설비,공조/펌프,공조·펌프
양극 등 5종 구매,기타,기타,기타
축전식 전지(밀폐형),기타,기타,기타
축전식 전지(밀폐형),기타,기타,기타
(237025-H)화상회의시스템 교체사업(리스물건),기타,기타,기타
총포 렌즈 구매,기타,기타,기타
(긴급)슬리브  추진축용  선박용 등 42종,기타,기타,기타
(긴급)힌지  버트형 1종,기타,기타,기타
(236290-C) 중대강의장 책상  의자 제조,피복·생활·사무,가구/집기,사무가구·집기
개스킷 등 7종 구매,기타,기타,기타
펌프 유압용 등 1항목 구매(궤도),공구·설비,공조/펌프,공조·펌프
(긴급)레벨게이지 등 8종,공구·설비,측정/시험,계측기
자주포 일반부품류,기타,기타,기타
창녕그린시티 싱크대 제조설치,기타,기타,기타
(236251-D)전관방송용장비 구매,기타,기타,기타
(긴급)시동 피스톤 밸브 등 3종 구매,건설·시설,자재/철물,자재·철물
(긴급)시동 피스톤 밸브 등 3종 구매,건설·시설,자재/철물,자재·철물
23년 4월 부대계약 식자재납품(식육가공품-탕수육),급식·식품,식자재,식자재
(육성) 00부대 인도인접장 차양막 제조 설치 납품,기타,기타,기타
(237013-E) 장비운영소모품(병리3) 59종 구매,기타,기타,기타
프로펠러 선박용 등 5종 구매,기타,기타,기타
(23군책-물품022)2·3보급단 6 000LB 전동지게차 구매,차량·기동,차량/부품,차량부품·소모
(긴급)차기군수지원함 1종 구매,화학·소재,도료/접착,도료·접착
상수도관 교체공사 관급자재(강관) 구매,기타,기타,기타
상수도관 교체공사 관급자재(강관) 구매,기타,기타,기타
23년 정비피복(하계정비복 등 4종) 제조 납품,기타,기타,기타
23년 감정재료 구매(23-3차),기타,기타,기타
23년 조사분석용 SW 라이선스 구매,기타,기타,기타
디지털 증거분석체계 라이센스 확보 사업,기타,기타,기타
(236200-B) 다이옥신 전처리시스템 구매,기타,기타,기타
축 레버용 등 55항목 제조(궤도),기타,기타,기타
20비 23-27 공기청정기 필터 4종,차량·기동,차량/부품,차량부품·소모
조준경 조립체(조준기 총강용 광학용) K14용,기타,기타,기타
조준경 조립체(조준기 총강용 광학용) K14용,기타,기타,기타
조준경 조립체(조준기 총강용 광학용) K14용,기타,기타,기타
조준경 조립체(조준기 총강용 광학용) K14용,기타,기타,기타
포스트잇 등 56품목 구매,피복·생활·사무,사무/문구,문구·사무기기
23-덕-니트릴 장갑 등 21품목 구매,의료·의약·위생,의료장비/소모,의료장비·키트
인화지 등 16품목 구매,기타,기타,기타
23-N-군악기(피콜로 등 20종) 구매,기타,기타,기타
(정비) 연마지등 12종구매,기타,기타,기타
스텝 스크랩 링 등 4종 구매,기타,기타,기타
부동액 구매,차량·기동,차량/부품,차량부품·소모
유조차(4 000G/A),기타,기타,기타
연결링크 강체형 등 6항목 생산능력확인제조(기장),기타,기타,기타
연결링크 강체형 등 6항목 생산능력확인제조(기장),기타,기타,기타
23년 육훈소 가공후식(과일푸딩)구매,기타,기타,기타
23년 육훈소 가공후식(떠먹는 토핑형 발효유)구매,기타,기타,기타
슬라이스순대 등 99종,기타,기타,기타
[23-0196  0207] F-35A 일반소모성자재(GUC)구매,기타,기타,기타
23년 전산장비 교체사업(PC),IT·통신장비,PC/주변기기,PC·주변기기
(긴급) 레귤레이터 등 3종,기타,기타,기타
LPG가스,화학·소재,가스/냉매,가스·냉매
(특무) 발사장비 창정비용 비품 구매,기타,기타,기타
육훈소 광복절 경축특식 글레이즈도넛 제조구매,기타,기타,기타
필터 엘리먼트  유체용 1종 구매,차량·기동,차량/부품,차량부품·소모
신관결합기 이동형 1항목 구매(총포공구),기타,기타,기타
견과류,기타,기타,기타
(237060-B) 00대 신축 관급자재(콘크리트 말뚝) 구매,건설·시설,자재/철물,자재·철물
제어장치 등 2항목 생산능력확인제조(기장),기타,기타,기타
23-N-공기청정기 필터 4종 구매(238200-F),차량·기동,차량/부품,차량부품·소모
헤파린캡 등 32품목 구매,기타,기타,기타
헤파린캡 등 32품목 구매,기타,기타,기타
23년 더좋은병영식당 취사기구 비조달(설치납품),기타,기타,기타
스페이서류(제조),기타,기타,기타
23-해병대 유류(도서-차량) 구매,차량·기동,차량/부품,차량부품·소모
베어링 롤러식 등 4항목 생산능력확인 제조(자주포),기타,기타,기타
베어링 롤러식 등 4항목 생산능력확인 제조(자주포),기타,기타,기타
여과기부분품박막형 등 9종 구매,기타,기타,기타
부력판 등 9항목 제조(생산능력  궤도),기타,기타,기타
23-F-체력단련장 장비(5갱 모어 등 16종)구매,기타,기타,기타
베어링  전동기용 등 25종 구매,기타,기타,기타
민간스키장 이용권 구매(특-23-물-39),기타,기타,기타
지시계 칼라 등 37항목 생산능력(일장),기타,기타,기타
지시계 칼라 등 37항목 생산능력(일장),기타,기타,기타
4~6월 부대조달부식(치즈롤돈가스 등 4종) 구매,화학·소재,가스/냉매,가스·냉매
기판소자열감지기 1EA 구매,공구·설비,안전/소방,소방·안전장비
포미재아파트 씽크대 제조설치 납품,기타,기타,기타
(236253-B) 6 000LB 전동 지게차 구매,차량·기동,차량/부품,차량부품·소모
23년 공기청정기 필터 제조납품,차량·기동,차량/부품,차량부품·소모
접이식  테이블 등 3종 구매,기타,기타,기타
접이식  테이블 등 3종 구매,기타,기타,기타
청간정콘도 가구제작(식탁 외 5종),건설·시설,현장안전/표지,현장안전·표지
(237228-E) 지형정보제작장비(워크스테이션) 노후교체,기타,기타,기타
(23육군-해파025)00부대 키폰교환기 구매,공구·설비,공조/펌프,공조·펌프
(육성) 23년 야간투시경 제조 납품,기타,기타,기타
(육성) 23년 야간투시경 제조 납품,기타,기타,기타
야간 조준경 K14용,기타,기타,기타
야간 조준경 K14용,기타,기타,기타
오리고기 등 31종 구매,기타,기타,기타
00부대 작전시설 활주로등 제조 납품,기타,기타,기타
상온보관용 빵,급식·식품,식자재,식자재
장갑판 등 108항목 제조(자주포),의료·의약·위생,의료장비/소모,의료장비·키트
장갑판 등 108항목 제조(자주포),의료·의약·위생,의료장비/소모,의료장비·키트
가스총 1항목 구매(대테러),화학·소재,가스/냉매,가스·냉매
23년 교육훈련용 물품(기구) 구매,기타,기타,기타
23년 경축특식(추석) 조각케익 제조,기타,기타,기타
구명식량 10 000BX 구매,기타,기타,기타
구명식량 10 000BX 구매,기타,기타,기타
2023년 수리부속 35종 구매,기타,기타,기타
(237264-F) 고공낙하산 등 2종 구매,기타,기타,기타
제빙기 구매,급식·식품,주방/급식장비,주방·급식장비
23년 의무장비(간이수면 검사기) 구매,기타,기타,기타
‘23년 10~12월 부대조달 부식(부대찌개햄) 제조/구매,기타,기타,기타
항-23-029 초음파진단기 심장용,기타,기타,기타
케이블조립체(통신장비용),전력·전기전자,조명/전선,LED·전선
K계열 전차 엔진 부품류(구매),기타,기타,기타
(237027-H) OO대응시스템 성능개량 및 기능 고도화,기타,기타,기타
(237026-H)인터넷 메일통제시스템 교체사업(리스물건),기타,기타,기타
(237026-H)인터넷 메일통제시스템 교체사업(리스물건),기타,기타,기타
청룡회관 후반기 식자재 구매(감자 등),급식·식품,식자재,식자재
청룡회관 후반기 식자재 구매(감자 등),급식·식품,식자재,식자재
(일장) 교량가설단정 부력블럭48 등 13종 구매,건설·시설,현장안전/표지,현장안전·표지
전원공급기 등 3종 구매,기타,기타,기타
(237144-F)전산운용품 구매,기타,기타,기타
23년 5 6월 부대조달 급식품목(식육가공품) 구매,급식·식품,식자재,식자재
K1전차 오일펌프조립체 구매,차량·기동,차량/부품,차량부품·소모
23-D-진공온수보일러 구매(2310071-F),공구·설비,공조/펌프,공조·펌프
단식 롤러 베어링 등 8종 구매,기타,기타,기타
디지털 증폭기 등 17종 구매,기타,기타,기타
잠수함(SS-Ⅰ  II) 축전지 감시센서 정비,전력·전기전자,발전기/전원,발전기·UPS·충전
축압기 유압식 등 5항목 구매(궤도),기타,기타,기타
비조절식 평침대 등 7항목 구매(의무),기타,기타,기타
23-F-형광투시검사 유니트 제조 (239041-F),전력·전기전자,조명/전선,LED·전선
24년도 국군복지단 달력 제작,기타,기타,기타
정수장비부품,기타,기타,기타
23-4차 빵류 다수품목 단가계약(경기 남부),급식·식품,식자재,식자재
(긴급) 유압 호스 등 64종,기타,기타,기타
(긴급) 밸브  버섯형  엔진용 등 25종,건설·시설,자재/철물,자재·철물
(237166-D)HPC체계 냉각설비 부동액 구매,차량·기동,차량/부품,차량부품·소모
23-F-재난안전통신망 단말기 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
수신기-송신기  무전기용 59EA 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
냉동조각케이크,기타,기타,기타
2023년 본조달 의무장비(혈액가온장치) 구매계약,기타,기타,기타
2023년 본조달 의무장비(혈액가온장치) 구매계약,기타,기타,기타
(긴급)접합제 철 및 강철용 등 5종,기타,기타,기타
MCU PCB 및 공구세트 등 60품목 구매,전력·전기전자,전자부품,센서·모듈
필터 엘리먼트 등 12항목 구매(일장-057),차량·기동,차량/부품,차량부품·소모
K77지휘차 리테이너 등 6종 구매,기타,기타,기타
23-N-어뢰인양기 구매(238138-H),기타,기타,기타
전자 모듈 표준화형 등 51항목 구매(항공),전력·전기전자,전자부품,센서·모듈
전자 모듈 표준화형 등 51항목 구매(항공),전력·전기전자,전자부품,센서·모듈
23-8차 정비용 장비 부품 구매,기타,기타,기타
필터  공기용  정전기용 등 2종 구매,차량·기동,차량/부품,차량부품·소모
전지  재충전불가식(BA-701K),기타,기타,기타
2023 국군수도병원 피난기구(수직구조대) 설치 납품,공구·설비,안전/소방,소방·안전장비
23년 4월 부대계약 식자재납품(식육가공품-소시지),급식·식품,식자재,식자재
면봉 소화기청소용 등 1항목 구매(궤도),공구·설비,안전/소방,소방·안전장비
23-4차 빵류 다수품목 단가계약(경기 서부),급식·식품,식자재,식자재
실감형 디지털 정신전력 교육 사업 설치납품,기타,기타,기타
대테러 흑복 야전상의 등 2종목 구매,기타,기타,기타
23-7차 물류이동장비(6 000LB 디젤 지게차) 구매,차량·기동,차량/부품,차량부품·소모
K계열전차 소부대전술모의훈련장비 운용효율성 개선,교육/훈련,교육장비/교보재,교육장비·교보재
23년 의무장비(전기소작기 내시경용) 구매,기타,기타,기타
(긴급) 전달장치  압력용 등 8종,기타,기타,기타
취사용 앞치마 제조,기타,기타,기타
소형굴삭기(타이어 형) 구매,차량·기동,차량/부품,차량부품·소모
소형굴삭기(타이어 형) 구매,차량·기동,차량/부품,차량부품·소모
(236274-F) 공기청정기 필터 제조,차량·기동,차량/부품,차량부품·소모
인쇄장비 구매,기타,기타,기타
호스 조립체 비금속제 등 16항목 제조(총포공구),기타,기타,기타
LPG가스,화학·소재,가스/냉매,가스·냉매
2023 국군수도병원 치과재료 216종 구매계약,기타,기타,기타
23년 10~12월 부대계약 식자재 구매(냉동빵),급식·식품,식자재,식자재
23년 10~12월 부대계약 식자재 구매(냉동빵),급식·식품,식자재,식자재
발전기세트(제어장치 포함)[ATCIS용],전력·전기전자,발전기/전원,발전기·UPS·충전
발전기세트(제어장치 포함)[ATCIS용],전력·전기전자,발전기/전원,발전기·UPS·충전
측면 펜더 등 9종 구매,기타,기타,기타
정비대대 정비공장 오버헤드크레인 교체[대094호],기타,기타,기타
(23-091) 출입문개방용 유압절단기 1종 1점,공구·설비,수공구/전동공구,수공구·전동공구
23년 탄약 지환통류(3차),기타,기타,기타
23년 탄약 지환통류(3차),기타,기타,기타
민간스키장 이용권 구매(특-23-물-39),기타,기타,기타
23-N-디지털 적외선온도 측정기 구매,공구·설비,측정/시험,계측기
(237329-D)마약검사키트 구매,기타,기타,기타
(236295-D)트레일러형 작업등 제조,기타,기타,기타
시일 봉합조립체류,기타,기타,기타
쉘터  비전개식(1¼톤_S-252K),기타,기타,기타
육훈소 콩나물 세척구매,기타,기타,기타
계전기  열조절용 등 11종 구매,기타,기타,기타
23-M-UPS배터리 구매 설치,전력·전기전자,발전기/전원,발전기·UPS·충전
23-N-해군 사병동행사복 등 10종 제조(238167-F),기타,기타,기타
(긴급)밸브 조절용 유압식 등 17종 구매,건설·시설,자재/철물,자재·철물
예비군 교전훈련장비체계,교육/훈련,교육장비/교보재,교육장비·교보재
23년 의무장비(비뇨기능측정기) 구매,공구·설비,측정/시험,계측기
(237322-C)연삭기 고정형 다용도용(외경연마기) 구매,기타,기타,기타
23-2차 해병 근속 30주년 휘장세트 제조 구매,기타,기타,기타
23-1차 재생토너 구매,IT·통신장비,PC/주변기기,PC·주변기기
23-1차 재생토너 구매,IT·통신장비,PC/주변기기,PC·주변기기
(236307-C) 5인승 전동승용카트 구매,기타,기타,기타
K9자주포 케이블조립체및스위치 구매,IT·통신장비,네트워크/보안,스위치·라우터
대잠립 충격흡수형 폼 분리형 튜브 3SET 구매,기타,기타,기타
(236145-C) 23년 강하기구용 헬륨가스 구매,화학·소재,가스/냉매,가스·냉매
23년 3분기 전산운영용품 구매 납품,기타,기타,기타
23-F-공군 근속 30주년 기념휘장 제조,기타,기타,기타
23년 함정용 탐색레이더 부품(구매)A,기타,기타,기타
인버터 등 10항목 구매(궤도공구),전력·전기전자,발전기/전원,발전기·UPS·충전
인버터 등 10항목 구매(궤도공구),전력·전기전자,발전기/전원,발전기·UPS·충전
23-003 이동형 공기압축기,공구·설비,공조/펌프,공조·펌프
부품제작자재 환강 등 44종 구매,기타,기타,기타
구명구  조끼형 1종 구매,기타,기타,기타
구명구  조끼형 1종 구매,기타,기타,기타
단열모포 등 7항목 구매(자주포),기타,기타,기타
(237032-H)의무종합훈련센터 디브리핑시스템 구매설치,기타,기타,기타
계전기  전자자기식 등 2종 구매,기타,기타,기타
계전기  전자자기식 등 2종 구매,기타,기타,기타
23년 7~9월 영내자증식 구매,기타,기타,기타
단호박샐러드,기타,기타,기타
발전기세트 가솔린엔진식(5kW),전력·전기전자,발전기/전원,발전기·UPS·충전
(가스) 초고순도알곤등 10종 구매,화학·소재,가스/냉매,가스·냉매
차량 고임목(중형) 등 6항목 구매(기장),차량·기동,차량/부품,차량부품·소모
(237088-F)통합 콜센터 및 관리체계 구축,기타,기타,기타
(236154-D)근속 30주년 기념휘장 제조,기타,기타,기타
쉬일드 조립체 등 1항목 제조(총포),기타,기타,기타
장류,기타,기타,기타
전자 모듈 표준화형 등 51항목 구매(항공),전력·전기전자,전자부품,센서·모듈
핫바 제조,기타,기타,기타
수입지 및 수입포,기타,기타,기타
(236326-F) 비디오월 구축사업(리스물건),기타,기타,기타
응축장치  냉동용 2EA 구매,기타,기타,기타
응축장치  냉동용 2EA 구매,기타,기타,기타
[C-130 부품]수조연료배출기 구매,차량·기동,연료/윤활,연료·윤활유
[C-130 부품]수조연료배출기 구매,차량·기동,연료/윤활,연료·윤활유
(237107-E) 의무장비(생활심전도계) 구매,기타,기타,기타
(육성) 00부대 주민신고 홍보품 구매 납품,기타,기타,기타
전지 축전식 등 15종 구매,기타,기타,기타
수술대 동물용 등 2항목 구매(의무),기타,기타,기타
마카롱,기타,기타,기타
23-2차 정보화 운용재료 구매,공구·설비,용접/가공,용접·절단
의료의 질 향상 도서 구입,의료·의약·위생,의료장비/소모,의료장비·키트
잠수함 위성지휘 통신체계 유지보수 정비,IT·통신장비,무선/위성/안테나,무전·위성·안테나
부수장비(광화일스캐너) 구매,IT·통신장비,PC/주변기기,PC·주변기기
부수장비(광화일스캐너) 구매,IT·통신장비,PC/주변기기,PC·주변기기
선박 엔진 수리부속 구매,기타,기타,기타
23년도 상용차량 구매(2 000cc 하이브리드),차량·기동,차량/부품,차량부품·소모
(236234-F)32mm 일체형 결속기 구매,기타,기타,기타
간부숙소 비품(세탁기  건조기)구매 설치 납품,기타,기타,기타
(2차) 신 합동대 신축 관급자재(내진철근),건설·시설,자재/철물,자재·철물
경축특식 롤케익,기타,기타,기타
(긴급)노즐 연료 분사용 1종 구매,차량·기동,연료/윤활,연료·윤활유
일반호스(구매),기타,기타,기타
(236052-G) 23년 엘지 VoIP 교환기 교체사업,공구·설비,공조/펌프,공조·펌프
00부대 어린이집 관급자재(GHP실외기) 구매,기타,기타,기타
(긴급) 세척탱크 1종,기타,기타,기타
(긴급) 접속장치  자동자료처리용 등 5종,기타,기타,기타
총포 수리킷트 구매,기타,기타,기타
총포 너트 등 10종 구매,건설·시설,자재/철물,자재·철물
치즈스틱,기타,기타,기타
(23군책-물품017)00부대 경량랙 등 2종 구매 및 설치,기타,기타,기타
(237017-E) 장비운영소모품(병리7) 39종 구매,기타,기타,기타
(육성) 00부대 총기운반함 구매 납품,기타,기타,기타
81밀리 고폭탄 파라핀 지환통 제조,기타,기타,기타
DDH-II 통합기관감시제어장치 성능개선,기타,기타,기타
육포 제조납품,기타,기타,기타
모듬어묵 등 4종 구매,기타,기타,기타
모듬어묵 등 4종 구매,기타,기타,기타
23-H-25 표시기 소음측정용 구매,기타,기타,기타
23-N-잠수함 승조원 티셔츠 제조,기타,기타,기타
(긴급)볼트 기계용 등 31종,건설·시설,자재/철물,자재·철물
23-F-LED 실내조명등 구매,전력·전기전자,조명/전선,LED·전선
LPH 함수추진기 제어반 정비,기타,기타,기타
23-4차 경축특식 우유생크림빵,급식·식품,식자재,식자재
23-4차 경축특식 에그타르트,기타,기타,기타
(236198-E) 23년 정비피복(정비화) 구매,기타,기타,기타
K계열전차 전기장치 부품류(제조 일반),기타,기타,기타
리테이너 패킹용 등 120항목 생산능력확인제조(기장),기타,기타,기타
리테이너 패킹용 등 120항목 생산능력확인제조(기장),기타,기타,기타
통풍구 등 15항목 구매(일장-051),기타,기타,기타
23년 개선식 구매 납품(백령도),기타,기타,기타
햄버거빵 등 14품목 제조,급식·식품,식자재,식자재
시추기함마 8 등 2항목 생산능력(일장),기타,기타,기타
시추기함마 8 등 2항목 생산능력(일장),기타,기타,기타
23-F-군사훈련처 동력행글라이더 구매(239073-F),기타,기타,기타
부품제작자재 마봉강 등 30종 구매,기타,기타,기타
23-03-097(검정 컬러프린터 잉크 등 49품목),IT·통신장비,PC/주변기기,PC·주변기기
23-D-노후 LAN 교체사업(리스물건),기타,기타,기타
소형유조차 1톤 등 2종 구매,기타,기타,기타
22-충-육-44B 자동제어 설치(98-2 취사식당),기타,기타,기타
23년 의무장비(비뇨기능측정기) 구매,공구·설비,측정/시험,계측기
K10 탄약운반차량 수리부속 등,차량·기동,차량/부품,차량부품·소모
23년 마약 감정재료 구매,기타,기타,기타
식자재 다수품목(경기 서부),급식·식품,식자재,식자재
155밀리 백색(7호) 추진장약 점화제 보호캡 구매,기타,기타,기타
수소제조시설 정제기 자켓히터 구매,공구·설비,공조/펌프,공조·펌프
전선관용구 등 11항목 제조(일장-014),전력·전기전자,조명/전선,LED·전선
장치대 망원경용 등 2항목 생산능력(총포),기타,기타,기타
장치대 망원경용 등 2항목 생산능력(총포),기타,기타,기타
(긴급) 제어기 전동기용 등 2종,기타,기타,기타
카트리지  흡착용 등 2종 구매,기타,기타,기타
부품제작자재 우레탄폼 등 20종 구매,화학·소재,도료/접착,도료·접착
23년 공기청정기 필터 제조 구매,차량·기동,차량/부품,차량부품·소모
수분측정기 구매,공구·설비,측정/시험,계측기
23년 수중청음기  수중음파탐지기용 부품 정비,기타,기타,기타
23년 사이버 침해사고 조사도구 SW 라이선스 구매,기타,기타,기타
TA-512K 부품(구매),기타,기타,기타
TA-512K 부품(구매),기타,기타,기타
부식,기타,기타,기타
23년 안전문화 홍보용 로고라이트 구매,기타,기타,기타
23-F- 전동카트 구매(239135-F),기타,기타,기타
23년 육훈소 가공후식(워터젤리)구매,기타,기타,기타
K1전차 나사 등 11종 구매,기타,기타,기타
K1전차 롤러케이지및내륜 등 3종 구매,기타,기타,기타
23-N-기관단총 조준경 구매((238233-F),기타,기타,기타
K21 스위치 근접식 1종 구매,IT·통신장비,네트워크/보안,스위치·라우터
(236100-C) 근관치료기 등 10품목 구매,기타,기타,기타
23-3차 전산운영용품 구매,기타,기타,기타
영외자식당 김치 납품업체 계약,급식·식품,식자재,식자재
분사기 조립체  연료용 등 17종 구매,차량·기동,연료/윤활,연료·윤활유
장갑차 부품(구매),의료·의약·위생,의료장비/소모,의료장비·키트
(237114-F)방수배낭 구매,건설·시설,자재/철물,자재·철물
2인용 휴게의자 구매,피복·생활·사무,가구/집기,사무가구·집기
23-F-주파수 교란기 제조,기타,기타,기타
하네스류,기타,기타,기타
23년 개인화기 주야조준경(Ⅱ형) 부품류(제조),기타,기타,기타
23년 탄약 지환통류(2차),기타,기타,기타
23년 탄약 지환통류(2차),기타,기타,기타
탄약 지환통류(세열수류탄),기타,기타,기타
펌프  축방향 피스톤형 1종 구매,공구·설비,공조/펌프,공조·펌프
음식물 분쇄기 14EA 구매,기타,기타,기타
연결링크 강체형 등 6항목 생산능력확인제조(기장),기타,기타,기타
연결링크 강체형 등 6항목 생산능력확인제조(기장),기타,기타,기타
전동기 권선 외주정비,기타,기타,기타
23년 7~9월 부대계약(빵류),급식·식품,식자재,식자재
상무대 여성필수시설(컨테이너) 제조설치 납품,건설·시설,현장안전/표지,현장안전·표지
23-F-휴대용 전등 유니트 구매,기타,기타,기타
23-N-25인승 공기주입식 구명정 제조,기타,기타,기타
23-N-25인승 공기주입식 구명정 제조,기타,기타,기타
23년 의무장비(초음파 세척기) 구매,기타,기타,기타
23-D-인쇄용지 9종 구매,기타,기타,기타
열전대  접촉용 등 11종 구매,기타,기타,기타
(긴급) 와이어 전기용 등 8종,기타,기타,기타
(긴급) 조절기 호흡가스 압력용 요구용 1종,화학·소재,가스/냉매,가스·냉매
(긴급) 조절기 호흡가스 압력용 요구용 1종,화학·소재,가스/냉매,가스·냉매
통신장비 무전기세트 캐패시터 등 2종 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
(긴급) 회로 차단기 등 3종,전력·전기전자,발전기/전원,발전기·UPS·충전
(특무) 실린더조립체 등 24품목 구매,기타,기타,기타
KDX-I 성능개량 사업 함정 개조·개장(LINK-16 설치),기타,기타,기타
지상감시장비(GSR) 수리부속 구매,기타,기타,기타
23년 여성필수시설 비품 소파 제조 납품,기타,기타,기타
섬유로프조립체  단일구간용 등 8종 구매,기타,기타,기타
섬유로프조립체  단일구간용 등 8종 구매,기타,기타,기타
(236121-E) 나프탈렌 2종 구매,기타,기타,기타
회로카드조립체 구매,기타,기타,기타
회로카드조립체 구매,기타,기타,기타
(237256-C) 고속단정 15인승 제조,기타,기타,기타
(237331-C) 장기지속형 체외순환막 심폐보조장치 구매,기타,기타,기타
(237331-C) 장기지속형 체외순환막 심폐보조장치 구매,기타,기타,기타
(236240-C) ESA아파트 싱크대 교체 설치 납품,기타,기타,기타
(236314-D)광융착접속기등 6품목 구매,기타,기타,기타
23년 수입솔류,피복·생활·사무,청소/환경,청소·위생
00창고 파렛트 무인궤도운반차 구매 및 설치,기타,기타,기타
K1전차 포신 정비,기타,기타,기타
필터류(차량 전차 중장비),차량·기동,차량/부품,차량부품·소모
전기 저항계 등 3종 구매,전력·전기전자,전자부품,센서·모듈
DDH-I 기관감시제어장치 성능개선,기타,기타,기타
DDH-I 기관감시제어장치 성능개선,기타,기타,기타
크루통,기타,기타,기타
유류 측심봉 조립체 등 6항목 일반제조(기장),차량·기동,연료/윤활,연료·윤활유
유류 측심봉 조립체 등 6항목 일반제조(기장),차량·기동,연료/윤활,연료·윤활유
23-35 공기청정기 필터 등 4종 구매,차량·기동,차량/부품,차량부품·소모
(236278-E) 무공훈장 기념메달 제조,기타,기타,기타
23-1차 의무비품(유선다리미 등 4종) 구매,기타,기타,기타
23-N-고래 2호 등 7종 제조,기타,기타,기타
총포 플러그 등 7종 구매,기타,기타,기타
[F-5 부품]축전기 고정식 전기분해형 등 2종 제조,기타,기타,기타
[F-5 부품]축전기 고정식 전기분해형 등 2종 제조,기타,기타,기타
23-N-통로개척용 물자세트 등 4종 구매(238171-F),기타,기타,기타
23-N-소형세차기 등 3종 구매,기타,기타,기타
지게차(7톤) 구매,차량·기동,차량/부품,차량부품·소모
매실농축액,기타,기타,기타
스타터모타(차량방수형),차량·기동,차량/부품,차량부품·소모
23-D-유전자 감정장비구매(2차)(2310021-F),기타,기타,기타
60mm박격포 부수기재(구매),기타,기타,기타
23-F-청력보호헤드셋 구매(239031-H),기타,기타,기타
23-N-교환기 교체(리스물건),공구·설비,공조/펌프,공조·펌프
보쌈김치,급식·식품,식자재,식자재
동기장치  전기식 44EA 구매,기타,기타,기타
(236182-E) 23년 1차 교육장비 구매,기타,기타,기타
(236185-C) 산불진화 개인보호물자 제조,기타,기타,기타
전시파손 항공기 수리차 제조,기타,기타,기타
23년 야자  방초매트 구매(수정),기타,기타,기타
(기동) 5톤차량 펌프 구매,차량·기동,차량/부품,차량부품·소모
K9자주포 밸브 구매,건설·시설,자재/철물,자재·철물
(정비) 케이블타이등 31종구매,전력·전기전자,조명/전선,LED·전선
(정비) 인서트팁등 88종구매,기타,기타,기타
(정비) 드릴 등 125종구매,공구·설비,수공구/전동공구,수공구·전동공구
서버 원격 데스크탑 접속 SW 구매,IT·통신장비,서버/스토리지,서버·스토리지
(정비) 산소절단기팁등 43종구매,공구·설비,수공구/전동공구,수공구·전동공구
(정비) 가제수입포등 9종구매,기타,기타,기타
(정비) 프라스틱 브러쉬등 31종구매,기타,기타,기타
흙받이.차량용 등 2항목 구매(기장),차량·기동,차량/부품,차량부품·소모
7~9월 경쟁계약품목(김말이튀김 등 24개) 구매,기타,기타,기타
양주병원 공조기필터 제조설치,차량·기동,차량/부품,차량부품·소모
(일장) 장갑전투도자 축압기  유압식 1종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
(기동) 5톤차량 벨로스 등 15종 구매,차량·기동,차량/부품,차량부품·소모
K1전차 게이지 등 13 구매,공구·설비,측정/시험,계측기
부품제작자재 스프링강선 등 46종 구매,기타,기타,기타
돼지불고기양념,기타,기타,기타
디스플레이 유닛 4EA 구매,기타,기타,기타
(도장자재) 락카스프레이 등 20품목 구매,화학·소재,도료/접착,도료·접착
완충기류,기타,기타,기타
23년 의무장비(원심분리기 중형) 구매,기타,기타,기타
23-N-선체부식 방지장치 제조,기타,기타,기타
ov형 휀다 등 2종 제조,기타,기타,기타
구명의. 고공강하용  특전사 등 1항목 구매(피복),기타,기타,기타
포천병원 공조기필터 제조설치,차량·기동,차량/부품,차량부품·소모
23년 9~10월 부대계약(빵류)구매,급식·식품,식자재,식자재
대용량 제습기 구매설치,공구·설비,공조/펌프,공조·펌프
23년 9~10월 부대계약 부식 제조(면류),기타,기타,기타
23년 모의충격신관,기타,기타,기타
연근조림,기타,기타,기타
수직천공기(대) 1EA 구매,기타,기타,기타
’23년 백령도 복지회관 식자재 구매,급식·식품,식자재,식자재
