0,대분류,중분류,소분류
기동화력 부속유지용 부품류,기타,기타,기타
나사류(궤도용추가  자주포),기타,기타,기타
23년 멜빵 소화기용,공구·설비,안전/소방,소방·안전장비
(237017-H)상황공유체계 HW/SW 구매,기타,기타,기타
23년 7~8월 부대계약 부식 제조(냉동빵),급식·식품,식자재,식자재
23-F- 전류변환기 구매(239123-F),공구·설비,공조/펌프,공조·펌프
23년 상용차량 구매,차량·기동,차량/부품,차량부품·소모
취사용 앞치마 제조,기타,기타,기타
23년 육훈소 가공후식(이온음료)구매,급식·식품,식자재,식자재
유도탄 군직정비용 자재 구매,기타,기타,기타
회로 차단기 등 51항목 구매(자주포),전력·전기전자,발전기/전원,발전기·UPS·충전
목재 제조,기타,기타,기타
목재 제조,기타,기타,기타
붕대 깁스용 침윤식 등 2항목 구매(의무),의료·의약·위생,의료장비/소모,의료장비·키트
붕대 깁스용 침윤식 등 2항목 구매(의무),의료·의약·위생,의료장비/소모,의료장비·키트
(236364-B) 11 000LB 지게차 구매,차량·기동,차량/부품,차량부품·소모
(정비) 우의(하)등 24종구매,피복·생활·사무,군장/피복,군장·피복
밸브 코어 등 18항목 구매(기장),건설·시설,자재/철물,자재·철물
밸브 코어 등 18항목 구매(기장),건설·시설,자재/철물,자재·철물
(236210-B)특정지역 감시조 피복 구매,기타,기타,기타
(정비) 우의(하)등 17종구매,피복·생활·사무,군장/피복,군장·피복
공군 휘장 제조,기타,기타,기타
웜 축 등 4항목 생산능력확인 제조(총포),기타,기타,기타
웜 축 등 4항목 생산능력확인 제조(총포),기타,기타,기타
(특무) 케이블조립체 등 14품목 구매,전력·전기전자,조명/전선,LED·전선
12.7mm저격용소총 관측경,기타,기타,기타
국군교도소 화상회의시스템 구축,기타,기타,기타
23년 의무장비(환자체온보온기 공기식) 구매,기타,기타,기타
(236099-B)의무물자(핸드타월) 구매,기타,기타,기타
(237002-H)000지역 교환기 교체납품(리스물건),공구·설비,공조/펌프,공조·펌프
아나시스 수리부속 구매(2위성 안테나/RF 시스템),IT·통신장비,무선/위성/안테나,무전·위성·안테나
23-M-사이버지식방 전산용품 구매,기타,기타,기타
K9자주포 베어링등9종 구매,기타,기타,기타
K9자주포 장치대 구매,기타,기타,기타
K9자주포 호스조립체등3종 구매,기타,기타,기타
K200 디스크 클러치 차량용 2종 구매,차량·기동,차량/부품,차량부품·소모
(긴급)스위치 및 조명조절 유니트 등 4종 구매,IT·통신장비,네트워크/보안,스위치·라우터
(정수) 액상가성소다 등 2품목 구매,기타,기타,기타
쌈무,기타,기타,기타
실린더조립체 등 10항목 생산능력확인제조(기장),기타,기타,기타
실린더조립체 등 10항목 생산능력확인제조(기장),기타,기타,기타
장치대 망원경용 등 1항목 생산능력(총포),기타,기타,기타
장치대 망원경용 등 1항목 생산능력(총포),기타,기타,기타
씻어나온 쌀,급식·식품,식자재,식자재
생수(소),급식·식품,식자재,식자재
(긴급)스위치 감응식 등 11종 구매,IT·통신장비,네트워크/보안,스위치·라우터
(긴급)팁 등 3종 구매,기타,기타,기타
(긴급)윈치세트 1종,기타,기타,기타
참치마요덮밥 등 15종 구매,기타,기타,기타
[의무장비] 전자동 약품포장기 등 3종 구매,기타,기타,기타
유전자 감정재료 구매,기타,기타,기타
정수장비부품(구매),기타,기타,기타
(긴급)제어장치 인터페이스용 등 3종 구매,기타,기타,기타
23년 예비군 육성지원사업 물품(개인천막-I형) 구매,기타,기타,기타
민수용 짚,기타,기타,기타
패널 차량 작동용 등 27항목 제조(생산능력  궤도),차량·기동,차량/부품,차량부품·소모
23-N-궤도형소형굴착기 구매(238137-H),기타,기타,기타
23-N-궤도형소형굴착기 구매(238137-H),기타,기타,기타
광택제 금속용 1종 구매,기타,기타,기타
MR적용 저격수 실탄사격훈련시스템 시범구축,기타,기타,기타
통신장비 축전기 등 39종 구매,기타,기타,기타
(237286-C) 전산장비(워크그룹스위치 등 5종) 교체,IT·통신장비,네트워크/보안,스위치·라우터
DIDC 2센터 비상발전기 엔진오일 및 필터 교체,전력·전기전자,발전기/전원,발전기·UPS·충전
500MD헬기 지시계 진로 방향표시-R용 정비,기타,기타,기타
균질기 등 16항목 등 16항목 구매(의무),기타,기타,기타
균질기 등 16항목 등 16항목 구매(의무),기타,기타,기타
청력계 자동식 등 16항목 구매(의무),기타,기타,기타
엘보 파이프 등 17항목 생산능력확인제조(기장),기타,기타,기타
엘보 파이프 등 17항목 생산능력확인제조(기장),기타,기타,기타
축 어깨형 등 2항목 생산능력확인제조(기장),기타,기타,기타
축 어깨형 등 2항목 생산능력확인제조(기장),기타,기타,기타
허브 차륜용 등 32항목 생산능력확인제조(기장),IT·통신장비,네트워크/보안,스위치·라우터
허브 차륜용 등 32항목 생산능력확인제조(기장),IT·통신장비,네트워크/보안,스위치·라우터
레버 잠금-풀림용 등 9항목 생산능력(총포),기타,기타,기타
레버 잠금-풀림용 등 9항목 생산능력(총포),기타,기타,기타
스포트용접기 2EA 구매,공구·설비,용접/가공,용접·절단
스포트용접기 2EA 구매,공구·설비,용접/가공,용접·절단
기-의장대 등 5종 구매,기타,기타,기타
23년 의무장비(원심분리기 소형 혈액은행용) 구매,기타,기타,기타
(정비) 솔다워크등 29종구매,피복·생활·사무,청소/환경,청소·위생
식초,기타,기타,기타
카레가루,기타,기타,기타
와이어로프 조립체,기타,기타,기타
(236124-B)155밀리 추진장약 팔레트 5종 제조,물류/포장,포장/운반자재,포장·운반자재
봉투 투약비닐 100매 등 9항목 구매(의무),기타,기타,기타
군사경찰 표지장 제조,건설·시설,현장안전/표지,현장안전·표지
모듈  정류기용 등 3종 구매,전력·전기전자,발전기/전원,발전기·UPS·충전
23년 경축특식(제헌절) 글레이즈드 도넛 제조,기타,기타,기타
DIDC 1센터 비상발전기 엔진오일 및 필터 교체,전력·전기전자,발전기/전원,발전기·UPS·충전
[파주시 육성]예비군부대 야간투시경 제조납품,기타,기타,기타
23년 9월~10월 부대계약 식자재납품(빵류),급식·식품,식자재,식자재
(236072-E) 의무물자(들것 단단한막대식) 구매,기타,기타,기타
테이프 접착용 등 37항목 생산능력확인제조(기장),화학·소재,도료/접착,도료·접착
케이스 등 56종 구매,기타,기타,기타
23-M-비궁 해상사격표적기 제조,교육/훈련,교육장비/교보재,교육장비·교보재
K9자주포 클램프 호스용 구매,전력·전기전자,조명/전선,LED·전선
23년 취사피복 제조,기타,기타,기타
생수,급식·식품,식자재,식자재
생수,급식·식품,식자재,식자재
고배율 관측경 1항목 구매(대테러),기타,기타,기타
23-1차 의무비품(오버베드테이블 등 14종) 구매,기타,기타,기타
(긴급) 기화기 조립체 등 20종,기타,기타,기타
발칸 베이스 구매,기타,기타,기타
23-F-충전세트 밧데리용 구매(U),기타,기타,기타
4주식리프트  소형 구매,기타,기타,기타
선반대 구매 설치,기타,기타,기타
냉동후라이,기타,기타,기타
부유대 조립체  방탄헬멧 내피용,피복·생활·사무,군장/피복,군장·피복
(긴급)가열기 냉각제 엔진용 1종 구매,기타,기타,기타
(23군책-물품016)00부대 팔레트 저장랙 구매 및 설치,물류/포장,포장/운반자재,포장·운반자재
안전 포크 등 7종 구매,기타,기타,기타
(화공) 순간접착제등 19종 구매,화학·소재,도료/접착,도료·접착
조향기어,기타,기타,기타
(236360-F) 소책자 표지 제조,건설·시설,현장안전/표지,현장안전·표지
명이절임,기타,기타,기타
브래킷  판류,기타,기타,기타
23년 의무장비(치료테이블 전기식) 구매,기타,기타,기타
23-N-00학교 실습장 GHP실외기 구매설치,기타,기타,기타
베즐 등 26항목 생산능력(일장),기타,기타,기타
(237020-D)장비운영소모품(외과2) 37종 구매,기타,기타,기타
닻  선박용  갈고리용 1종 제조,기타,기타,기타
23년 의무장비(시약 및 약품냉장고 대형) 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K1전차 호스 등 6종 구매,기타,기타,기타
(236046-G) 사전학습지원 기반체계(콘텐츠학습) 구축,건설·시설,현장안전/표지,현장안전·표지
패널 식별 등 10항목 제조(일장-024),기타,기타,기타
DDG 에어컨 압축기 모터 정비,공구·설비,공조/펌프,공조·펌프
23년 9~10월 부대계약 부식 구매(일반품목),기타,기타,기타
칼라 등 7항목 생산능력 확인 제조(총포),기타,기타,기타
칼라 등 7항목 생산능력 확인 제조(총포),기타,기타,기타
23-N-생활하수 배출펌프 제조(238022-D),공구·설비,공조/펌프,공조·펌프
클램프 루프형 등 32항목 제조(자주포),전력·전기전자,조명/전선,LED·전선
클램프 루프형 등 32항목 제조(자주포),전력·전기전자,조명/전선,LED·전선
볼트 기계용 등 496항목 제조(궤도),건설·시설,자재/철물,자재·철물
(긴급)PC-3000 Express upgrade kit,IT·통신장비,PC/주변기기,PC·주변기기
(긴급)PC-3000 Express upgrade kit,IT·통신장비,PC/주변기기,PC·주변기기
23-N-선박강습사다리용 세트 등 2종 구매(238103-H),건설·시설,현장안전/표지,현장안전·표지
(긴급)케이블 조립체 특수목적용 전기용 등 2종 구매,전력·전기전자,조명/전선,LED·전선
23년 5~6월 부대계약품목(식자재) 구매,급식·식품,식자재,식자재
K1전차 베어링 등 5종 구매,기타,기타,기타
23-덕-대공표적 부수물자 구매,기타,기타,기타
(236267-D)안전교육 VR장비 등 5종 구매,기타,기타,기타
(특수윤활유) 모리코트 등 10종 구매,차량·기동,연료/윤활,연료·윤활유
부품제작자재 호스 등 12종 구매,기타,기타,기타
(정비) 실리콘 고무 구매,건설·시설,자재/철물,자재·철물
23년 의무장비(뇌파기) 구매,기타,기타,기타
흡인기 이동식 6EA 구매,기타,기타,기타
23-F-광역발전기 세트 구매,전력·전기전자,발전기/전원,발전기·UPS·충전
스프링 등 26항목 제조(생산능력 궤도),기타,기타,기타
종단벨 전기적회전장비용 등3항목제조(생산능력 궤도),기타,기타,기타
펌프유닛 회전식 등 3항목 제조(생산능력 궤도),공구·설비,공조/펌프,공조·펌프
(육성) 00부대 진공청소기 등 9종 구매 납품,피복·생활·사무,청소/환경,청소·위생
(육성) 예비군기동대 감시정찰용  교육용 드론 제조,특수장비,드론/로봇/측량,드론·로봇·측량
23-N-유황분석기 구매,공구·설비,측정/시험,계측기
제거제 페인트용 구매,건설·시설,자재/철물,자재·철물
트렘펫 스피커 등 10종 구매,기타,기타,기타
콘솔데스크 등 10품목 제조 설치,피복·생활·사무,청소/환경,청소·위생
엘보우류,기타,기타,기타
(긴급)온도센서 등 6종 구매,전력·전기전자,전자부품,센서·모듈
(긴급)인터 쿨러(다기관 흡입용) 등 2종 구매,기타,기타,기타
(긴급)팁 등 7종 구매,기타,기타,기타
2023 국군수도병원 보장구 72품목 구매,기타,기타,기타
PH측정기 1EA 구매,공구·설비,측정/시험,계측기
지게차(5톤급 1대) 구매,차량·기동,차량/부품,차량부품·소모
2023 생물학정찰차 탐지물자,기타,기타,기타
다목적훈련지원정(MTB) No.1 추진기 정비,기타,기타,기타
2023 중형제독기 수리부속,기타,기타,기타
(236026-G) OO사 23년 화면전시체계 구축(리스물건),기타,기타,기타
(236212-D)마이크로필름 스캐너세트 구매,IT·통신장비,PC/주변기기,PC·주변기기
23년 병참장비 구매,기타,기타,기타
23-7차 복지기금 자산성비품(파라솔 등 5종) 구매,피복·생활·사무,청소/환경,청소·위생
병사식당 현금구매사업(자율 부재료  조미료),급식·식품,식자재,식자재
23년 밴(2륜) 5인승 구매,기타,기타,기타
23년 밴(2륜) 5인승 구매,기타,기타,기타
(긴급) 조절기  호흡가스  압력용  요구용 1종,화학·소재,가스/냉매,가스·냉매
