word,freq,대분류,중분류,소분류
쿼드콘,4,건설·시설,안전/현장,현장안전/표지
관성항법,4,기타,기타,기타
양말,4,피복·생활·사무,피복/보급,군장/피복
양갱,4,기타,기타,기타
피다,4,기타,기타,기타
인쇄판,4,기타,기타,기타
의사,4,기타,기타,기타
야드,4,기타,기타,기타
스냅,4,기타,기타,기타
테니스화,4,기타,기타,기타
지넷,4,기타,기타,기타
벙어리,4,기타,기타,기타
완전,4,기타,기타,기타
카페라떼,4,기타,기타,기타
모사,4,기타,기타,기타
기지국,4,IT·통신,무선/통신장비,무전기/위성
화합물,4,기타,기타,기타
아이스티,4,기타,기타,기타
아메리카노,4,기타,기타,기타
국통,4,기타,기타,기타
하강,4,기타,기타,기타
통역,4,기타,기타,기타
살다,4,기타,기타,기타
가바,4,기타,기타,기타
리더,4,기타,기타,기타
바지,4,기타,기타,기타
바람,4,기타,기타,기타
철띠,4,기타,기타,기타
코티드샌드,4,기타,기타,기타
칼슘,4,급식·식품,주방기기,주방/급식장비
체온,4,기타,기타,기타
하니,4,기타,기타,기타
무적,4,기타,기타,기타
쇠등,4,기타,기타,기타
자바라,4,기타,기타,기타
포지,4,기타,기타,기타
렉시,4,기타,기타,기타
와샤,4,기타,기타,기타
식판,4,급식·식품,주방기기,주방/급식장비
잠수정,4,기타,기타,기타
해군본부,3,기타,기타,기타
크로스,3,기타,기타,기타
부산광역시,3,기타,기타,기타
끈등,3,기타,기타,기타
저공,3,기타,기타,기타
빌딩,3,기타,기타,기타
병동,3,기타,기타,기타
거처,3,기타,기타,기타
랜드,3,기타,기타,기타
락키,3,기타,기타,기타
캠퍼스,3,기타,기타,기타
리제,3,기타,기타,기타
호실,3,기타,기타,기타
능동,3,기타,기타,기타
커팅날,3,기타,기타,기타
증명서,3,기타,기타,기타
스텐슬,3,기타,기타,기타
천공,3,기타,기타,기타
꼬막,3,기타,기타,기타
혈당,3,기타,기타,기타
오물,3,기타,기타,기타
화용,3,기타,기타,기타
웅비,3,기타,기타,기타
렌등,3,기타,기타,기타
콜액,3,기타,기타,기타
정글,3,기타,기타,기타
바류,3,기타,기타,기타
해군기,3,기타,기타,기타
조작,3,기타,기타,기타
군사력,3,기타,기타,기타
고착,3,기타,기타,기타
피뢰침,3,기타,기타,기타
화염,3,기타,기타,기타
부도,3,기타,기타,기타
타이머,3,기타,기타,기타
캠페인,3,기타,기타,기타
지시,3,기타,기타,기타
하드디스크,3,기타,기타,기타
작도,3,기타,기타,기타
패기,3,기타,기타,기타
류형,3,기타,기타,기타
연발,3,기타,기타,기타
양구,3,기타,기타,기타
구조해,3,공구·설비,안전/소방,소방/안전장비
유물,3,기타,기타,기타
이충무공,3,기타,기타,기타
대규모,3,기타,기타,기타
청각,3,기타,기타,기타
쓰다,3,기타,기타,기타
수갑,3,기타,기타,기타
가능,3,기타,기타,기타
페달,3,기타,기타,기타
지게,3,기타,기타,기타
뇨침,3,기타,기타,기타
담양,3,기타,기타,기타
군통,3,기타,기타,기타
외형,3,기타,기타,기타
연유,3,기타,기타,기타
건전,3,기타,기타,기타
항목처,3,기타,기타,기타
헤드라이트,3,기타,기타,기타
면도기,3,기타,기타,기타
냄비,3,기타,기타,기타
성경,3,기타,기타,기타
직종,3,기타,기타,기타
통합교육,3,기타,기타,기타
광중,3,기타,기타,기타
육안,3,기타,기타,기타
벽면,3,기타,기타,기타
세차,3,급식·식품,가공/식자재,식자재
설명,3,기타,기타,기타
켓트,3,기타,기타,기타
띠등,3,기타,기타,기타
시한,3,기타,기타,기타
승무원복,3,기타,기타,기타
외벽,3,기타,기타,기타
및패킹등,3,기타,기타,기타
뮤지컬,3,기타,기타,기타
점도계,3,기타,기타,기타
가정,3,기타,기타,기타
임진왜란,3,기타,기타,기타
창작,3,기타,기타,기타
보고서,3,기타,기타,기타
컨트롤러,3,기타,기타,기타
시초,3,기타,기타,기타
프린팅,3,기타,기타,기타
레토르트,3,기타,기타,기타
교반기,3,기타,기타,기타
야시,3,기타,기타,기타
전문교육,3,기타,기타,기타
지급,3,기타,기타,기타
주축,3,기타,기타,기타
스터언,3,기타,기타,기타
실리,3,기타,기타,기타
조합,3,기타,기타,기타
파장,3,기타,기타,기타
남자,3,기타,기타,기타
나침반,3,기타,기타,기타
코칭,3,기타,기타,기타
컨넥팅,3,기타,기타,기타
레이디,3,기타,기타,기타
먹는샘물,3,기타,기타,기타
마스,3,기타,기타,기타
문무,3,기타,기타,기타
에어건,3,기타,기타,기타
베이어,3,기타,기타,기타
신텍스,3,기타,기타,기타
레이스,3,기타,기타,기타
향악,3,기타,기타,기타
콤푸렛샤,3,기타,기타,기타
철원,3,기타,기타,기타
나주,3,기타,기타,기타
괴산,3,기타,기타,기타
남수단,3,기타,기타,기타
활액,3,기타,기타,기타
옹벽,3,기타,기타,기타
치유,3,기타,기타,기타
크실렌,3,기타,기타,기타
문화센터,3,기타,기타,기타
용의자,3,기타,기타,기타
외경,3,기타,기타,기타
펜던트,3,기타,기타,기타
전기레인지,3,기타,기타,기타
속력,3,기타,기타,기타
학군장교,3,피복·생활·사무,피복/보급,군장/피복
아이스팩,3,기타,기타,기타
지향성,3,기타,기타,기타
라이브,3,기타,기타,기타
재원,3,기타,기타,기타
위주,3,기타,기타,기타
환자복,3,의료·의약·위생,의료소모/장비,의료장비/키트
사이버범죄,3,기타,기타,기타
단상,3,기타,기타,기타
참여,3,기타,기타,기타
불량,3,기타,기타,기타
위험성,3,기타,기타,기타
헬스장,3,기타,기타,기타
방재,3,기타,기타,기타
페이퍼,3,기타,기타,기타
항습,3,기타,기타,기타
외보,3,기타,기타,기타
연주,3,기타,기타,기타
탈륨,3,기타,기타,기타
팥죽,3,기타,기타,기타
크레오,3,기타,기타,기타
각봉,3,기타,기타,기타
변조,3,기타,기타,기타
도마,3,급식·식품,주방기기,주방/급식장비
탈지,3,기타,기타,기타
돛대,3,기타,기타,기타
가상화,3,IT·통신,서버/스토리지,서버
에타,3,기타,기타,기타
트림,3,기타,기타,기타
유니,3,기타,기타,기타
골무,3,기타,기타,기타
여건,3,기타,기타,기타
반투명,3,기타,기타,기타
임시정부,3,기타,기타,기타
물리치료,3,기타,기타,기타
실천,3,기타,기타,기타
랜탈,3,기타,기타,기타
캘리퍼스,3,기타,기타,기타
손세정제,3,의료·의약·위생,방역/위생,방역/소독
재계약,3,기타,기타,기타
소변기,3,기타,기타,기타
동면,3,기타,기타,기타
가상,3,기타,기타,기타
슬리,3,기타,기타,기타
코크,3,기타,기타,기타
기능사,3,기타,기타,기타
영양식,3,기타,기타,기타
문고,3,기타,기타,기타
리브,3,기타,기타,기타
역위,3,기타,기타,기타
샌딩,3,기타,기타,기타
싱가포르,3,기타,기타,기타
범위,3,기타,기타,기타
생화,3,기타,기타,기타
용인시,3,기타,기타,기타
분석관,3,기타,기타,기타
장함,3,기타,기타,기타
워키,3,기타,기타,기타
화학물질,3,기타,기타,기타
죽변,3,기타,기타,기타
스테플러,3,기타,기타,기타
방위각,3,기타,기타,기타
자성,3,기타,기타,기타
펜틴,3,기타,기타,기타
소환,3,기타,기타,기타
트레이너,3,기타,기타,기타
법무,3,기타,기타,기타
스캔,3,급식·식품,가공/식자재,식자재
시야,3,기타,기타,기타
화장,3,기타,기타,기타
광섬유,3,전력·전기전자,조명/전선,LED/전선
조형기,3,기타,기타,기타
공화력,3,기타,기타,기타
입자,3,기타,기타,기타
용릴,3,기타,기타,기타
활주,3,기타,기타,기타
도시,3,기타,기타,기타
경조사,3,기타,기타,기타
초실등,3,기타,기타,기타
파레,3,기타,기타,기타
유구,3,기타,기타,기타
수세미,3,기타,기타,기타
머그컵,3,기타,기타,기타
아스콘,3,건설·시설,안전/현장,현장안전/표지
우즈,3,기타,기타,기타
스텐강관,3,기타,기타,기타
다중화,3,기타,기타,기타
세미,3,기타,기타,기타
쉬등,3,기타,기타,기타
한인,3,기타,기타,기타
드로즈,3,기타,기타,기타
다이버,3,기타,기타,기타
장통,3,기타,기타,기타
비유,3,기타,기타,기타
폐장,3,기타,기타,기타
사절단,3,공구·설비,용접/가공,용접/절단
평택,3,기타,기타,기타
철수,3,기타,기타,기타
편조,3,기타,기타,기타
특별회계,3,기타,기타,기타
코메트,3,기타,기타,기타
시발,3,기타,기타,기타
서지역,3,기타,기타,기타
멀티콥터,3,기타,기타,기타
칼용,3,급식·식품,주방기기,주방/급식장비
감염증,3,기타,기타,기타
포인트,3,기타,기타,기타
소방차,3,급식·식품,가공/식자재,식자재
정보망,3,기타,기타,기타
피드,3,기타,기타,기타
알칼리,3,급식·식품,주방기기,주방/급식장비
사리,3,기타,기타,기타
도트,3,기타,기타,기타
크런키형,3,기타,기타,기타
계기비행,3,기타,기타,기타
운영체제,3,기타,기타,기타
프로세스,3,기타,기타,기타
소세지,3,기타,기타,기타
세라,3,기타,기타,기타
측위,3,기타,기타,기타
앞차,3,급식·식품,가공/식자재,식자재
뒷쪽,3,기타,기타,기타
볼스크류,3,기타,기타,기타
분모,3,기타,기타,기타
리소스,3,기타,기타,기타
용볼등,3,기타,기타,기타
우엉,3,기타,기타,기타
관악,3,기타,기타,기타
난용,3,기타,기타,기타
비말,3,기타,기타,기타
자비,3,기타,기타,기타
기점,3,기타,기타,기타
재발,3,기타,기타,기타
유전체,3,기타,기타,기타
확진,3,기타,기타,기타
출처,3,기타,기타,기타
캔따개,3,급식·식품,가공/식자재,식자재
켓리무브,3,기타,기타,기타
체온계,3,기타,기타,기타
지위,3,기타,기타,기타
도태,3,기타,기타,기타
나연,3,기타,기타,기타
사건,3,기타,기타,기타
홉기,3,기타,기타,기타
방화선,3,기타,기타,기타
발행,3,기타,기타,기타
도킹,3,기타,기타,기타
떡케이크,3,기타,기타,기타
발칸포,3,기타,기타,기타
사배,3,기타,기타,기타
수산화칼슘,3,급식·식품,주방기기,주방/급식장비
양륙,3,기타,기타,기타
운정,3,기타,기타,기타
어곡,3,기타,기타,기타
살포,3,기타,기타,기타
방부제,3,기타,기타,기타
바란,3,기타,기타,기타
앞산,3,기타,기타,기타
지표조사,3,기타,기타,기타
제지,3,기타,기타,기타
생크림,3,기타,기타,기타
매원,3,기타,기타,기타
생능,3,기타,기타,기타
아웃소싱,3,기타,기타,기타
하수,3,기타,기타,기타
임기,3,기타,기타,기타
인프라,3,기타,기타,기타
피펫,3,기타,기타,기타
관리사,3,기타,기타,기타
대금,3,기타,기타,기타
주거지,3,기타,기타,기타
비강,3,기타,기타,기타
참고서,3,기타,기타,기타
동호,3,기타,기타,기타
협동,3,기타,기타,기타
습포,3,기타,기타,기타
톤유압,3,기타,기타,기타
애니메이션,3,기타,기타,기타
체내,3,기타,기타,기타
디스,3,기타,기타,기타
증발,3,기타,기타,기타
래그,3,기타,기타,기타
우주력,3,기타,기타,기타
이동통신,3,IT·통신,무선/통신장비,무전기/위성
관정,3,기타,기타,기타
진미채,3,기타,기타,기타
황사,3,기타,기타,기타
임관,3,기타,기타,기타
캠축,3,기타,기타,기타
비계,3,건설·시설,안전/현장,현장안전/표지
가드레일,3,기타,기타,기타
오투,3,기타,기타,기타
계전,3,기타,기타,기타
호국훈련,3,기타,기타,기타
익스,3,기타,기타,기타
지소,3,기타,기타,기타
럭키,3,기타,기타,기타
좌현,3,기타,기타,기타
아파치,3,기타,기타,기타
태핑용,3,기타,기타,기타
밸런스,3,기타,기타,기타
무레나,3,기타,기타,기타
부저,3,기타,기타,기타
윈치류,3,기타,기타,기타
칠리,3,기타,기타,기타
특임,3,기타,기타,기타
핸들링,3,기타,기타,기타
중증,3,기타,기타,기타
엑스포,3,기타,기타,기타
파렛,3,기타,기타,기타
아키텍처,3,기타,기타,기타
급다련장,3,기타,기타,기타
조치,3,기타,기타,기타
어울림,3,기타,기타,기타
이력,3,기타,기타,기타
스테이플러,3,피복·생활·사무,사무/문서,문구/사무기기
피하,3,기타,기타,기타
타격,3,기타,기타,기타
싱글,3,기타,기타,기타
수장,3,기타,기타,기타
탄소섬유,3,기타,기타,기타
리필,3,기타,기타,기타
발목,3,기타,기타,기타
토손바,3,기타,기타,기타
방사청,3,기타,기타,기타
입술,3,기타,기타,기타
측도,3,기타,기타,기타
골격계,3,기타,기타,기타
파이다,3,기타,기타,기타
화인,3,기타,기타,기타
판출,3,기타,기타,기타
체조,3,기타,기타,기타
핀금,3,기타,기타,기타
제천,3,기타,기타,기타
예후,3,기타,기타,기타
내성발톱,3,공구·설비,일반공구,수공구/전동공구
주형,3,기타,기타,기타
손망,3,기타,기타,기타
불교,3,기타,기타,기타
참고,3,기타,기타,기타
메쉬,3,기타,기타,기타
메탄올,3,기타,기타,기타
일반도,3,기타,기타,기타
직결,3,기타,기타,기타
전도성,3,기타,기타,기타
중공,3,기타,기타,기타
스키드로,3,기타,기타,기타
트랜스,3,전력·전기전자,전자부품,센서/모듈
돈육,3,기타,기타,기타
소매,3,기타,기타,기타
청정기,3,기타,기타,기타
정기간행물,3,기타,기타,기타
대천,3,기타,기타,기타
직장,3,기타,기타,기타
누적,3,기타,기타,기타
마제,3,기타,기타,기타
드조,3,기타,기타,기타
전자렌지,3,기타,기타,기타
간편,3,기타,기타,기타
링잭등,3,기타,기타,기타
철골,3,기타,기타,기타
콤파스,3,기타,기타,기타
액티브,3,기타,기타,기타
철직,3,기타,기타,기타
추첨,3,기타,기타,기타
마이크로웨이브,3,기타,기타,기타
솔용,3,피복·생활·사무,청소/환경,청소/위생
방산수,3,기타,기타,기타
설문조사,3,기타,기타,기타
시닝,3,기타,기타,기타
로잉머신,3,기타,기타,기타
해상전투,3,기타,기타,기타
붙박다,3,기타,기타,기타
합계,3,기타,기타,기타
테크,3,기타,기타,기타
팩토리,3,기타,기타,기타
하키,3,기타,기타,기타
용승,3,기타,기타,기타
성주,3,기타,기타,기타
발연기,3,기타,기타,기타
청테이프,3,기타,기타,기타
포리,3,기타,기타,기타
네비게이션,3,기타,기타,기타
모터그레이더,3,기타,기타,기타
송유관,3,기타,기타,기타
기강,3,기타,기타,기타
피드백,3,기타,기타,기타
빠데,3,기타,기타,기타
초청,3,기타,기타,기타
