개찰결과구분명,개찰시각,개찰일자,계약체결방법명,계약체결형태명,공고기관명,공고기관코드,기초금액,낙찰자결정방법명,낙찰하한율,수요기관명,수요기관코드,업무구분명,예정가격,입찰공고명,입찰공고번호,입찰공고차수,적격심사여부,최종낙찰금액,최종낙찰업체담당자명,최종낙찰업체대표자명,최종낙찰업체명,최종낙찰업체사업자등록번호,최종낙찰업체주소,최종낙찰율,최종낙찰일자,추정가격,분류
개찰완료,11:00,2019-08-08,제한경쟁,총액계약,국군재정관리단,ZD00303,63426544.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,63584422.00,발열장갑 구매납품(20196212-E),UMM0476,1,Y,55958710.00,김학균,최희경,주식회사 알앤피파트너스,209-81-53893,서울특별시 성북구 보문로183 논현빌딩 1303호 (삼선동4가),88.006,2019-08-08,0.0,기타
개찰완료,11:00,2019-08-08,일반경쟁,총액계약,제6335부대,Z006123,134324000.00,적격심사제,87.745,제6335부대,Z006123,용역,132724172.00,19-2차 M2 장간조립교 외주정비,LKP0040,1,Y,117045000.00,김성웅,김권호,주식회사 룩스그린,132-81-90152,경기도 화성시 서신면 화남공단로114-13,88.186,2019-08-09,0.0,육군
개찰완료,11:00,2019-08-08,일반경쟁,총액계약,국군재정관리단,ZD00303,1385592352.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,1385997170.00,19년 빔프로젝터 교체사업(리스물건)(20196216-D),UMM0477,1,Y,1151122000.00,최상현,이돈원,주식회사 컴버스테크,203-81-64674,"서울특별시 금천구 벚꽃로 234, 에이스하이엔드타워6차 401~404호(가산동)",83.053,2019-08-08,0.0,기타
개찰완료,11:00,2019-08-08,제한경쟁,총액계약,국군재정관리단,ZD00303,134724000.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,135976979.00,19년 스크린 교체사업(리스물건)(20196218-D),UMM0478,1,Y,120670502.00,노태호,노주석,(주)카스피,128-81-48354,경기도 파주시 헤이리로255-0 (탄현면),88.743,2019-08-08,0.0,기타
개찰완료,11:00,2019-08-16,일반경쟁,총액계약,국군재정관리단,ZD00303,1899755000.00,적격심사제,87.995,국군재정관리단,ZD00303,용역,1885431127.00,19-함정 선체 청락 도장 용역,UMM0561,1,Y,1668989000.00,김위산,김위산,조아해양산업(주),602-81-36491,부산광역시 수영구 수미로63번길6-0 (망미동) 401호,88.520,2019-08-16,0.0,기타
유찰,11:00,2019-08-13,제한경쟁,총액계약,제5378부대,ZD00217,40000000.00,적격심사제,87.745,제5378부대,ZD00217,용역,,'19-2차 유조차 및 급수차 외주정비 용역(서울 등),LGP0146,1,Y,,,,,,,,,0.0,육군
유찰,11:00,2019-08-20,제한경쟁,총액계약,제5378부대,ZD00217,40000000.00,적격심사제,87.745,제5378부대,ZD00217,용역,,'19-2차 유조차 및 급수차 외주정비 용역(서울 등),LGP0146,2,Y,,,,,,,,,0.0,육군
유찰,13:00,2019-08-22,제한경쟁,총액계약,제2879부대,ZD00347,4086710.00,적격심사제,87.995,제2879부대,ZD00347,물품,,화공가스 이산화탄소등2종 구매,LDH0868,2,Y,,,,,,,,,0.0,육군
개찰완료,11:00,2019-08-22,제한경쟁,총액계약,국군재정관리단,ZD00303,82867500.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,82921861.00,통합전화기용 망간전지 구매(20196228-F),UMM0502,1,Y,72968200.00,김인영,김인영,주식회사 클린앤클리어,232-81-04510,"광주광역시 동구 밤실로30번길 6, 1층 (지산동)",87.996,2019-08-22,0.0,기타
개찰완료,11:30,2019-08-22,일반경쟁,총액계약,해군군수사령부,ZD00289,36390000.00,적격심사제,87.745,해군군수사령부,ZD00289,용역,36278984.00,잠수함(SS-II) 전술훈련장비 유지보수 용역,SCF0118,1,Y,31848310.00,정영순,정현영,주식회사 일렉콤,608-81-13706,"경상남도 창원시 마산회원구 자유무역3길177,1층,5층(양덕동,표준공장1호동)",87.787,2019-08-22,0.0,해군
개찰완료,11:00,2019-08-22,제한경쟁,총액계약,국군의무사령부,1290291,25426472.00,적격심사제,87.995,국군의무사령부,1290291,물품,25508936.00,춘천병원 여과기 제조설치납품,MDG0180,1,Y,25000000.00,최연지,엄기현,주식회사 거화,226-81-22584,강원도 강릉시 주문진읍 농공단지길 28-7(),98.004,2019-08-22,0.0,기타
개찰완료,10:30,2019-08-23,일반경쟁,총액계약,육군종합행정학교,ZD00108,49258000.00,적격심사제,87.995,육군종합행정학교,ZD00108,물품,48848938.00,남성대아파트 싱크대 제조설치 납품,LGD0010,1,Y,43000715.00,최은희,최은희,주식회사 유화,511-81-17465,경상북도 상주시 사벌국면 목가1길89,88.027,2019-08-26,0.0,육군
개찰완료,14:00,2019-05-03,협상에의한계약(서류),총액계약,방위사업청,1690000,4906000000.00,협상,,방위사업청,1690000,용역,,정보화 컨설팅/용역사업,PKJ0001,1,N,4660700000.00,,차진섭,(주)심네트,128-81-38443,대전광역시 유성구 죽동로157-0 (죽동),,2019-08-16,0.0,국방부직할
개찰완료,10:30,2019-08-29,제한경쟁,총액계약,제2136부대,ZD00376,56828431.00,적격심사제,87.995,제2136부대,ZD00376,물품,56861250.00,19년 대대급이하 체력단련기구 구매(A-19113),LPG0025,1,Y,50042950.00,이영배,이영배,이터널,883-01-00590,경기도 양주시 평화로1915-0 (봉양동),88.008,2019-08-29,0.0,육군
유찰,10:30,2019-09-03,지명경쟁,총액계약,제3170부대,ZD00464,36100000.00,적격심사제,82.995,제3170부대,ZD00464,물품,,K1E1전차 특수공구 구매,SFM0104,1,Y,,,,,,,,,0.0,육군
개찰완료,10:30,2019-09-10,지명경쟁,총액계약,제3170부대,ZD00464,36100000.00,적격심사제,82.995,제3170부대,ZD00464,물품,35860541.00,K1E1전차 특수공구 구매,SFM0104,2,Y,33000000.00,배현태,배현태,대성기업,126-01-10622,"경기도 의왕시 경수대로 257, 대영골든밸리608호(고천동)",92.023,2019-09-10,0.0,육군
개찰완료,15:00,2018-11-22,협상에의한계약(서류),총액계약,방위사업청,1690000,17406000000.00,협상,,방위사업청,1690000,물품,,피아식별장비 성능개량(KUH-1),PBC0002,2,N,17406000000.00,,안현호,한국항공우주산업 주식회사,110-81-42397,경상남도 사천시 사남면 공단1로 78.,,2019-08-23,0.0,국방부직할
개찰완료,11:00,2019-08-29,제한경쟁,총액계약,국군재정관리단,ZD00303,120869000.00,적격심사제,87.995,국군재정관리단,ZD00303,용역,121938823.00,19-2-00창 제초용역,UMM0585,1,Y,107714540.00,박소현,박소현,주식회사  대산조경,620-81-30710,"경상남도 거창군 거창읍 강남로64,  지인오피스텔401호",88.334,2019-08-29,0.0,기타
유찰,11:00,2019-09-02,제한경쟁,총액계약,국군재정관리단,ZD00303,73635836.00,적격심사제,87.745,국군재정관리단,ZD00303,용역,,서울ADEX2019 육군 홍보부스 설치 용역(2019F140-I),UMM0522,1,Y,,,,,,,,,0.0,기타
개찰완료,11:00,2019-09-09,제한경쟁,총액계약,국군재정관리단,ZD00303,73635836.00,적격심사제,87.745,국군재정관리단,ZD00303,용역,72834496.00,서울ADEX2019 육군 홍보부스 설치 용역(2019F140-I),UMM0522,2,Y,64083170.00,김소정,신윤표,에스와이피어소시에이츠 주식회사,120-86-06210,"서울특별시 강남구 삼성로104길23, 5층 (삼성동)",87.984,2019-09-09,0.0,기타
유찰,13:00,2019-09-02,제한경쟁,총액계약,제2879부대,ZD00347,251099000.00,적격심사제,86.745,제2879부대,ZD00347,용역,,자동화창고 외주정비 용역,LDH0898,1,Y,,,,,,,,,0.0,육군
개찰완료,13:00,2019-09-09,제한경쟁,총액계약,제2879부대,ZD00347,251099000.00,적격심사제,86.745,제2879부대,ZD00347,용역,249139070.00,자동화창고 외주정비 용역,LDH0898,2,Y,217900000.00,김광수,이태용,한국신동공업 주식회사,134-81-03366,대구광역시 달성군 논공읍 논공로91길13-0,87.461,2019-09-09,0.0,육군
개찰완료,11:00,2019-09-02,제한경쟁,총액계약,국군재정관리단,ZD00303,596430000.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,594313748.00,인터컴 세트(구내방송장치)제조 치20199172-I,UMM0586,1,Y,522979646.00,김호,권필준,(주)이노탑,409-81-93457,광주광역시 북구 첨단벤처소로50 (월출동),87.997,2019-09-02,0.0,기타
유찰,14:00,2019-09-11,협상에의한계약(전자),총액계약,국방부(총무팀),1290000,,협상,,국방부(총무팀),1290000,용역,,제5회 국방 분석평가관계관 워크숍 위탁 운영,MCD0054,1,N,,,,,,,,,0.0,국방부직할
개찰완료,11:00,2019-09-09,제한경쟁,총액계약,공군작사근무지원단,ZD00282,24344000.00,최저가격제,0.000,공군작사근무지원단,ZD00282,물품,24474170.00,유지보수 박스 등 68품목 구매(근-19-102  근-19-109),HDT0026,1,N,18998076.00,임태경,임태경,주식회사 승지산업,719-87-00857,"경기도 평택시 진위면 진위2산단로15-20, 5층 503호",77.625,2019-09-09,0.0,공군
유찰,13:00,2019-09-09,제한경쟁,총액계약,제2879부대,ZD00347,19165050.00,적격심사제,87.995,제2879부대,ZD00347,물품,,다목적전술차 보호대조립체등34종 구매,LDH0929,1,Y,,,,,,,,,0.0,육군
개찰완료,13:00,2019-09-09,제한경쟁,총액계약,제2879부대,ZD00347,11992200.00,적격심사제,87.995,제2879부대,ZD00347,물품,11867595.00,교량가설단정 전선뭉치 구매,LDH0932,1,Y,10476100.00,우재봉,성순이,주식회사 범만테크,138-88-00773,부산광역시 중구 대청북길31 (대청동4가),88.274,2019-09-09,0.0,육군
개찰완료,13:00,2019-09-09,제한경쟁,총액계약,제2879부대,ZD00347,1917500.00,적격심사제,87.995,제2879부대,ZD00347,물품,1900862.00,다목적굴착기 심등7종 구매,LDH0933,1,Y,1680000.00,최정현,최정현,정원사,609-23-25812,"경상남도 창원시 성산구 창원대로780번길23-0 (외동, 두산아파트) 505호",88.380,2019-09-09,0.0,육군
유찰,13:00,2019-09-16,제한경쟁,총액계약,제2879부대,ZD00347,10137000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,콤푸렛샤3240CFM(3호기) 부속자재 구매,LDH0945,1,Y,,,,,,,,,0.0,육군
개찰완료,13:00,2019-09-25,제한경쟁,총액계약,제2879부대,ZD00347,10137000.00,적격심사제,87.995,제2879부대,ZD00347,물품,10032476.00,콤푸렛샤3240CFM(3호기) 부속자재 구매,LDH0945,2,Y,8883000.00,이상기,이상기,신영에이텍,609-04-51342,경상남도 창원시 마산회원구 봉암공단2길22-5 (봉암동),88.542,2019-09-25,0.0,육군
개찰완료,10:30,2019-09-17,일반경쟁,총액계약,국군대전병원,ZD00241,4500000.00,적격심사제,87.995,국군대전병원,ZD00241,물품,4486919.00,19년 특수수술재료(콜라겐사용조직 보충재),MDJ0036,1,Y,3960000.00,김중익,오지혜,더윈메디,114-42-00366,서울특별시 강서구 화곡로429-0 (가양동) 402-5호,88.256,2019-09-17,0.0,기타
개찰완료,11:00,2019-09-30,일반경쟁,총액계약,국군재정관리단,ZD00303,440572000.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,436421864.00,00부대 지형분석장비(워크스테이션) 구매(20197163-B),UMM0551,2,Y,362749361.00,이솔이,김두식,영현정보통신(주),121-81-40540,"서울특별시 구로구 공원로6나길12-0 (구로동,경방빌딩) 301호",83.118,2019-09-30,0.0,기타
유찰,13:00,2019-09-16,제한경쟁,총액계약,제2879부대,ZD00347,48529000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,하이드로릭 입자분석기 구매,LDH0946,1,Y,,,,,,,,,0.0,육군
개찰완료,13:00,2019-09-23,제한경쟁,총액계약,제2879부대,ZD00347,48529000.00,적격심사제,87.995,제2879부대,ZD00347,물품,48101595.00,하이드로릭 입자분석기 구매,LDH0946,2,Y,42628533.00,윤상석,윤상석,(주) 탑크로스 이앤텍,426-81-00778,경기도 안산시 상록구 광덕1로355-0 (이동)월드비지니스센타 41-4호,88.621,2019-09-23,0.0,육군
개찰완료,11:30,2019-09-17,일반경쟁,총액계약,해군군수사령부,ZD00289,207260000.00,적격심사제,82.995,해군군수사령부,ZD00289,물품,205660438.00,ㅇㅇ함 함내 배전반 정비,SCF0136,1,Y,170819000.00,배정원,서영우,대양전기공업(주),603-81-09788,부산광역시 사하구 장평로 245(),83.058,2019-09-17,0.0,해군
유찰,10:30,2019-09-17,일반경쟁,총액계약,국군대전병원,ZD00241,15686274.00,적격심사제,87.995,국군대전병원,ZD00241,물품,,19년 특수수술재료(융비술용 재료),MDJ0037,1,Y,,,,,,,,,0.0,기타
유찰,10:30,2019-09-27,일반경쟁,총액계약,국군대전병원,ZD00241,15686274.00,적격심사제,87.995,국군대전병원,ZD00241,물품,,19년 특수수술재료(융비술용 재료),MDJ0037,2,Y,,,,,,,,,0.0,기타
유찰,10:30,2019-09-17,일반경쟁,총액계약,국군대전병원,ZD00241,41179607.00,적격심사제,87.995,국군대전병원,ZD00241,물품,,19년 특수수술재료(십자인대고정용재료 9종) 연간계약,MDJ0038,1,Y,,,,,,,,,0.0,기타
순위확정,11:00,2019-09-17,제한경쟁,총액계약,해군제3함대사령부,ZD00155,147700000.00,적격심사제,87.945,해군제3함대사령부,ZD00155,물품,,LYNX FTD(시뮬레이터)구매/설치,SCR0093,1,Y,,,,,,,,,0.0,해군
개찰완료,10:30,2019-09-17,제한경쟁,총액계약,해군군수사령부,ZD00289,61290000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,60810256.00,유압작동장치 조립체 1종 구매,SCF0552,1,Y,53652800.00,백학식,백학식,한성상사,609-18-60076,경상남도 창원시 진해구 이동572-1,88.229,2019-09-17,0.0,해군
개찰완료,11:00,2019-09-25,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,517893000.00,최저가격제,0.000,국군재정관리단,ZD00303,물품,517405466.00,19-교-CBT교실 구축사업(리스물건)(20198187-A),UMM0617,1,N,506535000.00,김효수,김정훈,주식회사 코어인프라,129-86-79307,"경기도 의왕시 이미로40, C동 904호,905호 (포일동, 인덕원IT밸리)",97.899,2019-09-27,0.0,기타
개찰완료,10:30,2019-09-17,제한경쟁,총액계약,해군군수사령부,ZD00289,184280000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,183630056.00,건조기 등 62종 구매,SCF0553,1,Y,161687000.00,허철민,김은식,범한산업 주식회사,622-81-03072,"경상남도 창원시 마산회원구 자유무역4길61-0 (봉암동, 범한산업)",88.050,2019-09-17,0.0,해군
개찰완료,11:00,2019-09-18,일반경쟁,총액계약,국군재정관리단,ZD00303,575300754.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,568974015.00,악성코드 분석체계 확대 구축 사업(20197146-C),UMM0552,1,Y,473674000.00,안병호,안병호,주식회사 누리아이코리아,604-81-38568,부산광역시 동구 중앙대로251번길 11(),83.250,2019-09-18,0.0,기타
유찰,10:30,2019-09-17,제한경쟁,총액계약,해군군수사령부,ZD00289,31920000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,,시일  밀봉형 등 19종 구매,SCF0554,1,Y,,,,,,,,,0.0,해군
유찰,10:30,2019-09-23,제한경쟁,총액계약,해군군수사령부,ZD00289,31920000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,,시일  밀봉형 등 19종 구매,SCF0554,2,Y,,,,,,,,,0.0,해군
개찰완료,11:00,2019-10-10,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,3982098000.00,최저가격제,0.000,국군재정관리단,ZD00303,물품,3920695701.00,00부대/U3 노후 LAN 교체사업(리스물건)(20197149-C),UMM0553,1,N,2548542720.00,김연규,박형준,주식회사 에임투지,120-86-66407,"서울특별시 강남구 논현로419, 8, 11, 12층(역삼동, PMK 빌딩)",65.002,2019-10-10,0.0,기타
개찰완료,11:00,2019-09-20,일반경쟁,총액계약,국군재정관리단,ZD00303,4273430657.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,4259371228.00,00부대 화상회의체계 교체구매(리스물건)(2019G053-G),UMM0554,1,Y,3542478500.00,정연아,김수상,주식회사 콤텍정보통신,229-81-12784,서울특별시 서초구 반포대로13-0 (서초동),83.169,2019-09-20,0.0,기타
개찰완료,11:00,2019-09-30,일반경쟁,총액계약,국군재정관리단,ZD00303,2176319970.00,적격심사제,77.995,국군재정관리단,ZD00303,용역,2163372083.00,'19~'21년 과학화예산 도입장비 유지보수(2019F124-G),UMM0578,1,Y,1692500000.00,심남순,정영철,서울텔엔지니어링(주),109-81-53822,"서울특별시 강남구 강남대로62길 38, 동림빌딩 6층(역삼동)",78.234,2019-09-30,0.0,기타
개찰완료,11:00,2019-10-02,제한경쟁,총액계약,국군재정관리단,ZD00303,71094000.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,70283377.00,생도피복(정모류) 제조(20196251-B),UMM0565,2,Y,62005923.00,정담,장성익,주식회사 성신양행,655-88-00619,경기도 시흥시 호현로34번안길5 (대야동),88.222,2019-10-02,0.0,기타
개찰완료,11:00,2019-10-07,제한경쟁,총액계약,국군재정관리단,ZD00303,89372600.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,88112501.00,생도피복(침구류) 제조(20196255-B),UMM0566,3,Y,77610512.00,장태용,장태용,하엘침장,617-36-36552,부산광역시 해운대구 해운대로61번가길76-0 (재송동),88.081,2019-10-07,0.0,기타
개찰완료,11:00,2019-10-18,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,231550000.00,최저가격제,0.000,국군재정관리단,ZD00303,물품,231287730.00,생도피복(체육복류)제조 (20196252-B),UMM0567,1,N,224097500.00,최승은,최승은,주식회사 너울림어패럴,743-88-00672,서울특별시 동대문구 한천로20길8-12 (장안동) 지하1층,96.891,2019-10-18,0.0,기타
개찰완료,11:10,2019-10-30,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,63077500.00,최저가격제,0.000,국군재정관리단,ZD00303,물품,62849180.00,생도피복(가방) 제조(20196253-B),UMM0568,2,N,58662000.00,유상원,우소정,썸메이드 주식회사,672-81-01384,"서울특별시 동대문구 사가정로238-4 (장안동), 3층",93.337,2019-10-30,0.0,기타
개찰완료,11:00,2019-10-18,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,107286000.00,최저가격제,0.000,국군재정관리단,ZD00303,물품,107418734.00,생도피복(신발) 구매(20196254-B),UMM0569,1,N,87974520.00,김동현,권동칠,(주)트렉스타,606-81-42466,부산광역시 강서구 녹산산업중로192번길 10(송정동),81.898,2019-10-18,0.0,기타
개찰완료,10:30,2019-10-01,일반경쟁,총액계약,제5378부대,ZD00217,21623000.00,적격심사제,87.745,제5378부대,ZD00217,용역,21348629.00,'19년 소방시설 작동 기능점검 용역,LGP0155,1,Y,18734705.00,고건영,고석만,주식회사 컴피아,138-81-26833,경기도 안양시 동안구 시민대로171-0 (비산동) 1710호,87.756,2019-10-01,19657272.0,육군
개찰완료,10:30,2019-10-04,제한경쟁,총액계약,공군군수사령부,ZD00306,43380000.00,적격심사제,87.945,공군군수사령부,ZD00306,물품,42975326.00,실린더 버터플라이 밸브 등 55종,HCF0141,1,Y,41657000.00,서민숙,서 민 숙,삼호상사,314-12-19963,대구광역시 북구 유통단지로16 산업용재관 26-24(산격동),96.932,2019-10-04,39439963.0,공군
개찰완료,10:30,2019-10-04,제한경쟁,총액계약,해군군수사령부,ZD00289,14520000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,14360327.00,CO2 소화기 50파운드 33EA 구매,SCF0587,1,Y,12759450.00,박은아,조용백,(주)오일금속,124-81-35482,경기도 화성시 수영로82번길58-10 (봉담읍),88.852,2019-10-04,0.0,해군
유찰,10:30,2019-10-08,제한경쟁,총액계약,공군사관학교,7002962,32122640.00,적격심사제,87.995,공군사관학교,7002962,물품,,19-310 알류미늄 방열기 등 36종,HCL0068,1,Y,,,,,,,,,29786454.0,공군
개찰완료,10:30,2019-10-15,제한경쟁,총액계약,공군사관학교,7002962,32122640.00,적격심사제,87.995,공군사관학교,7002962,물품,32013269.00,19-310 알류미늄 방열기 등 36종,HCL0068,3,Y,28187600.00,오원준,오원준,신도상사,301-14-58284,"충청북도 청주시 청원구 2순환로 364, 충북용재유통상가 103-135(사천동)",88.049,2019-10-15,29786454.0,공군
개찰완료,11:00,2019-10-07,제한경쟁,총액계약,공군제10전투비행단,ZD00184,29400000.00,적격심사제,87.995,공군제10전투비행단,ZD00184,물품,29304024.00,공기압축기 구매(19-17),HDG0025,1,Y,25787400.00,하완수,하완수,신화랜드,117-12-18378,"경기도 고양시 덕양구 마상로114번길 22(주교동, 대양빌라)",87.999,2019-10-07,27272727.0,공군
유찰,10:30,2019-10-11,제한경쟁,총액계약,육군군수사령부,1290307,6156000.00,적격심사제,87.995,육군군수사령부,1290307,물품,,크레오신티외용액 등 50항목 구매(해파),LCF0635,1,Y,,,,,,,,,5596400.0,육군
개찰완료,10:30,2019-10-17,제한경쟁,총액계약,육군군수사령부,1290307,6156000.00,적격심사제,87.995,육군군수사령부,1290307,물품,6082097.00,크레오신티외용액 등 50항목 구매(해파),LCF0635,2,Y,5478800.00,유정란,안재성,도민약품,212-29-69700,"충청남도 계룡시 금암로135, 401호(금암동, 진흥빌딩)",90.080,2019-10-17,5596400.0,육군
개찰완료,10:30,2019-10-08,제한경쟁,총액계약,제1288부대,ZD00348,108780000.00,적격심사제,87.995,제1288부대,ZD00348,물품,108049355.00,먼지털이용 공기압축기 설치납품,LGR0021,1,Y,95133240.00,이정호,이정호,주식회사 서울피엔씨,762-87-00910,강원도 원주시 서원대로500-0 (단구동)3층 F304,88.046,2019-10-08,100909090.0,육군
개찰완료,13:00,2019-10-16,제한경쟁,총액계약,제2879부대,ZD00347,39115360.00,적격심사제,87.995,제2879부대,ZD00347,물품,38842161.00,3D프린터소요자재 ABS-M30등5종 구매,LDH1013,1,Y,34823097.00,신상묵,신상묵,쉐입쓰리디 테크놀로지,623-73-00224,서울특별시 금천구 가산디지털1로19-0 (가산동) 302호,89.652,2019-10-16,35559418.0,육군
개찰완료,13:00,2019-10-16,제한경쟁,총액계약,제2879부대,ZD00347,519360.00,적격심사제,87.995,제2879부대,ZD00347,물품,514495.00,DC클리너 구매,LDH1014,1,Y,485000.00,김은아,김은아,씨티원 경기지점,218-41-00526,"경기도 평택시 중앙로29, 537호 (통복동, 은호빌딩)",94.267,2019-10-16,472145.0,육군
유찰,13:00,2019-10-16,제한경쟁,총액계약,제2879부대,ZD00347,4473200.00,적격심사제,87.995,제2879부대,ZD00347,물품,,파워그립플러스등4종 구매,LDH1015,1,Y,,,,,,,,,4066545.0,육군
개찰완료,13:00,2019-10-22,제한경쟁,총액계약,제2879부대,ZD00347,4473200.00,적격심사제,87.995,제2879부대,ZD00347,물품,4414031.00,파워그립플러스등4종 구매,LDH1015,2,Y,3895210.00,임재춘,임재춘,(주)협성산업,140-81-61167,경기도 광명시 시청로120-0 (철산동),88.246,2019-10-22,4066545.0,육군
개찰완료,13:00,2019-10-16,제한경쟁,총액계약,제2879부대,ZD00347,1184230.00,적격심사제,87.995,제2879부대,ZD00347,물품,1171237.00,원형샌드사포등12종 구매,LDH1017,1,Y,1147991.00,김은아,김은아,씨티원 경기지점,218-41-00526,"경기도 평택시 중앙로29, 537호 (통복동, 은호빌딩)",98.015,2019-10-16,1076572.0,육군
개찰완료,13:00,2019-10-17,제한경쟁,총액계약,제2879부대,ZD00347,4981580.00,적격심사제,87.995,제2879부대,ZD00347,물품,4934464.00,락카스프레이등12종 구매,LDH1018,1,Y,4343760.00,김무진,김무진,주식회사 엠제이엠,481-86-01366,"대구광역시 달서구 죽전1길171, 102호",88.029,2019-10-17,4528709.0,육군
개찰완료,10:30,2019-10-18,제한경쟁,총액계약,육군군수사령부,1290307,49280000.00,적격심사제,87.995,육군군수사령부,1290307,물품,48537391.00,전자저울(100kg) 1품목 구매(물자),LCF0644,1,Y,42713438.00,조병수,조병수,"주식회사 제이앤비(JNB Co.,Ltd.)",734-81-00489,"서울특별시 양천구 남부순환로365, 4층(신월동)",88.001,2019-10-18,44800000.0,육군
개찰완료,10:30,2019-10-18,제한경쟁,총액계약,육군군수사령부,1290307,17257000.00,적격심사제,87.995,육군군수사령부,1290307,물품,16994572.00,보존식용기 1품목 구매(물자),LCF0645,1,Y,15027080.00,전옥녀,전옥녀,미성종합체육산업 주식회사,201-86-04340,서울특별시 중구 을지로 294(),88.422,2019-10-18,15689000.0,육군
개찰완료,13:00,2019-10-17,제한경쟁,총액계약,제2879부대,ZD00347,2057000.00,적격심사제,87.995,제2879부대,ZD00347,물품,2044618.00,스티카비닐등3종 구매,LDH1019,1,Y,1948000.00,도경호,도경호,선우상사,605-01-42379,"부산광역시 사상구 괘감로 37, 산업용품상가 27-228(괘법동)",95.274,2019-10-17,1870000.0,육군
순위확정,13:00,2019-10-17,제한경쟁,총액계약,제2879부대,ZD00347,7595000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,ㄱ형강등32종 구매,LDH1020,1,Y,,,,,,,,,6904545.0,육군
유찰,13:00,2019-11-04,제한경쟁,총액계약,제2879부대,ZD00347,7595000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,ㄱ형강등32종 구매,LDH1020,2,Y,,,,,,,,,6904545.0,육군
개찰완료,10:30,2019-10-22,일반경쟁,총액계약,제5378부대,ZD00217,49843920.00,적격심사제,87.945,제5378부대,ZD00217,물품,49228321.00,3분기 정보통신운영용품 구매,LGP0163,1,Y,43318690.00,김휴,김휴,정승물산,134-64-00168,대구광역시 수성구 알파시티2로48 (시지동) 101동 1801호,87.995,2019-10-23,45312654.0,육군
개찰완료,11:00,2019-10-22,제한경쟁,총액계약,공군제19전투비행단,ZD00189,59717640.00,적격심사제,87.945,공군제19전투비행단,ZD00189,물품,59248432.00,테니스장 개선공사 관급자재 인조잔디 제조 설치,HDP0049,2,Y,52338000.00,김지안,김남중,라운드원코리아 주식회사,558-81-00022,"경기도 안양시 동안구 평촌대로239, 1924호 (비산동,신안메트로칸)",88.336,2019-10-22,55374545.0,공군
개찰완료,11:00,2019-10-18,제한경쟁,총액계약,국군수도병원,ZD00236,26790000.00,적격심사제,87.995,국군수도병원,ZD00236,물품,26594424.00,‘19년 의무장비(시약 및 약품 냉장고 대형) 구매,MDD0161,1,Y,23417010.00,한경미,한경미,나래컴퍼니,515-21-65005,"서울특별시 강서구 초록마을로176-0 (화곡동, 미성아파트) 3동 1층 105호",88.052,2019-10-18,24354545.0,기타
개찰완료,10:30,2019-10-24,제한경쟁,총액계약,공군제17전투비행단,ZD00206,33051470.00,적격심사제,87.995,공군제17전투비행단,ZD00206,물품,32868539.00,총기보관함외 14품목 제조 및 설치,HDM0113,1,Y,28938222.00,김정기,김정기,주식회사 유퍼니,127-86-12751,경기도 포천시 호국로929번길71 (설운동),88.042,2019-10-25,30647727.0,공군
개찰완료,10:30,2019-10-24,제한경쟁,총액계약,공군제17전투비행단,ZD00206,65279509.00,적격심사제,87.995,공군제17전투비행단,ZD00206,물품,65060534.00,옷장상부장외 32품목 제조 및 설치,HDM0114,1,Y,57373772.00,임숙희,박형호,준디자인주식회사,141-81-24544,"경기도 파주시 광탄면 장지산로184-31 ,1동",88.185,2019-10-25,60531909.0,공군
유찰,11:00,2019-10-29,제한경쟁,총액계약,육군본부,1290298,449950000.00,적격심사제,82.995,육군본부,1290298,물품,,무선도청 탐지시스템 구매설치,LCG0069,1,Y,,,,,,,,,416045636.0,육군
개찰완료,11:00,2019-11-05,제한경쟁,총액계약,육군본부,1290298,449950000.00,적격심사제,82.995,육군본부,1290298,물품,448790475.00,무선도청 탐지시스템 구매설치,LCG0069,2,Y,414000000.00,김현수,한동진,(주)지슨,605-81-36641,"서울특별시 구로구 디지털로288, 601, 602호 (구로동, 대륭포스트타워1차)",92.247,2019-11-05,416045636.0,육군
