,입찰공고명,공고기관명
1055,16년 신형 항공연막통,방위사업청
1056,카트리지 흡착용 등 7종,해군군수사령부
1057,카트리지 흡착용 등 7종,해군군수사령부
1058,호흡장치  자체완비식 등 2종,해군군수사령부
1059,잡자재류 고임목블럭등77종구매,제2879부대
1061,K1변환기구매,제2879부대
1062,16년 경기.서울지역 취사용LPG 구매,제2167부대
1063,저탐레이더 스위치등32종구매,제2879부대
1064,판넬 조립체 등 17종 구매,공군군수사령부
1065,알곤 등 7종,공군군수사령부
1066,인쇄소모용품 13종 구매,국방출판지원단
1067,밸브  체크형,방위사업청
1068,패킹  성형식 등 217항목 구매(기장),육군군수사령부
1069,브래킷 다각도용 등 122항목 제조(기장),육군군수사령부
1070,와셔 오목형 등 708항목 제조(기장),육군군수사령부
1071,와셔 오목형 등 708항목 제조(기장),육군군수사령부
1072,00함 유압장비 정비,해군군수사령부
1075,팔꿈치포경(지명),방위사업청
1076,정유기세트(연료유/윤활유),방위사업청
1077,정유기세트(연료유/윤활유),방위사업청
1078,정유기세트(연료유/윤활유),방위사업청
1079,와이어  전기용 등 13품목,해군제1정비대대
1080,체력단련장 캐디 피복 제조 납품(품목별 단가제),육군인사사령부
1081,00분해도 2종 구매,육군본부
1082,식탁,방위사업청
1083,접속장치  통신장비용 케이블,방위사업청
1084,조정접점 등 8종,해군군수사령부
1087,볼베아링(제조),방위사업청
1089,볼베아링(구매),방위사업청
1090,16-물류작업복(하계T) 등 3종 제조,국군재정관리단
1091,공군 비행잠바,방위사업청
1094,띠 지지용 등 47항목 구매(기장),육군군수사령부
1095,마스터 백 조립체 등 4항목 제조(기장),육군군수사령부
1096,퓨즈 밀폐관형 등 91항목 구매(기장),육군군수사령부
1097,퓨즈 밀폐관형 등 91항목 구매(기장),육군군수사령부
1098,튜브 연료용 등 113항목 제조(기장),육군군수사령부
1099,완충기 직접작동식 등 20항목 구매(기장),육군군수사령부
1100,밀링머신,제20전투비행단
1101,고정자조립체  교차구동용  변속기용,방위사업청
1102,고정자조립체  교차구동용  변속기용,방위사업청
1105,확성기  영구자석식,방위사업청
1106,박판 금속제 등 47종,해군제2수리창
1107,신호용 탐조등 12인치 12세트 제조,국군재정관리단
1109,M계열 로드휠 고무,방위사업청
1110,하늘회관 식자재,공군제5공중기동비행단
1111,인쇄판 및 현상액  보충액 구매,국방출판지원단
1112,휠타류(중장비),방위사업청
1113,휠타류(중장비),방위사업청
1114,마스타 진공조립체,방위사업청
1115,마스타 진공조립체,방위사업청
1116,시일  밀봉형(전차),방위사업청
1117,풍향풍속계,방위사업청
1118,오뚜기볼 등 75종 구매,제9911부대
1119,전기 가열식 오븐 구매/설치,국군재정관리단
1120,중형제독기수리부속,방위사업청
1121,필터엘리먼트 등 53종,해군제2수리창
1122,판 식탁용,방위사업청
1123,초음파 세척기,공군군수사령부
1124,자주포 일반부품류,방위사업청
1125,다용도 동계침낭,방위사업청
1126,전화기용 케이블 등 22종 구매,국군재정관리단
1127,오일휠타 등 172종,제9181부대
1128,00체계 프린터 교체사업,국방정보본부
1129,변조기 서브어셈블리(AN/SPS-64),방위사업청
1130,16년 점화휴즈,방위사업청
1131,화물투하낭 등 2품목 제조,국군재정관리단
1134,광학장비부품류,방위사업청
1135,축구부 운동용품 구매(축구화 등 24건),국군체육부대
1136,축구부 운동용품 구매(축구화 등 24건),국군체육부대
1137,램프  핵용(구매),방위사업청
1138,램프  핵용(구매),방위사업청
1139,장비 일반고무 제품류,방위사업청
1140,방열기 난방용,방위사업청
1141,방열기 난방용,방위사업청
1142,장력장치류,방위사업청
1143,K-55 자주포 송풍기,방위사업청
1144,K-55 자주포 송풍기,방위사업청
1145,계기 및 계기부품류,방위사업청
1146,보온용 볼밸브외 72종 구매,계룡대근무지원단
1147,더블 데스크 매트 등 606종,해군교육사령부
1148,모터 등 31종 구매,제2879부대
1149,실시간 비파괴 검사장비 구매,국군재정관리단
1150,00함 항공기용 승강기 정비,해군군수사령부
1151,00함 항공기용 승강기 정비,해군군수사령부
1152,군용 트레일러,방위사업청
1153,군용 트레일러,방위사업청
1154,의장대대 행사장구류 구매,국방부근무지원단
1155,항-16-011 012 017 자동혈구계산기 시약 등 105종,공군사관학교
1156,전산운영용품(프린터소모품) 구매,국방부근무지원단
1157,국방대 이전사업 관급자재(PE관및이음관),국방시설본부
1158,국방대 이전사업 관급자재(PE관및이음관),국방시설본부
1159,배터리 등 2종,해군군수사령부
1160,복사용지 등 485종,제5738부대
1161,원심과급기  엔진용,방위사업청
1162,탄창 탄약용 63EA,해군군수사령부
1163,탄창 탄약용 63EA,해군군수사령부
1165,작전장비(잠수부용 칼 등) 5종 구매,국군재정관리단
1166,포장기(진공용  총기용) 2종 구매,국군재정관리단
1167,16년 항공기용 신호조명탄,방위사업청
1168,육군 의장행사모 2종 구매,육군본부
1169,의장특수피복 장구류 3종 제조구매,육군본부
1170,방한화,방위사업청
1171,방한화,방위사업청
1172,방한화,방위사업청
1173,볼트 내부렌치형 등 4종,해군군수사령부
1174,볼트 내부렌치형 등 4종,해군군수사령부
1175,파노라마식 망원경,방위사업청
1176,파노라마식 망원경,방위사업청
1177,31보급대대 물자창고 보수공사 중량 선반 제조납품,제5378부대
1178,수송대대 가솔린 엔진오일 등 51종(16-36  37  50),공군 제8전투비행단
1179,락카스프레이 등 71종,제9181부대
1180,펌프 및 발전기 부품류,방위사업청
1181,펌프 및 발전기 부품류,방위사업청
1183,K10제독차 파워팩 조립체 등 10항목 구매(물자),육군군수사령부
1184,전극 등 15종,해군제2수리창
1185,휴대용 기상 관측기 외 8종 구매,계룡대근무지원단
1186,라이트류,방위사업청
1187,라이트류,방위사업청
1188,하네스류,방위사업청
1189,PRC-999K부품(구매),방위사업청
1190,스로틀 서보 등 34종,공군군수사령부
1192,인쇄용지 3종 구매,국방출판지원단
1193,회로차단기 등 6종,해군군수사령부
1194,화생방 연구활동 재료 시약 구매,국군화생방방호사령부
1195,햄(1지역),방위사업청
1196,햄(2지역),방위사업청
1197,햄(3지역),방위사업청
1198,햄(4지역),방위사업청
1207,기뢰정비장비용 전지조립체,방위사업청
1208,기뢰정비장비용 전지조립체,방위사업청
1209,기뢰정비장비용 전지조립체,방위사업청
1210,개스킷 등 4종,해군군수사령부
1211,자주포 하우징류,방위사업청
1212,나사  캡식 6각머리형 20020EA,해군군수사령부
1213,00대대 대테러피복류 제조 구매,수도방위사령부
1214,스냅파스고리 구매,제3283부대
1215,차량정비용 수리부속(기아/소형차량) 연간단가계약,계룡대근무지원단
1216,차량정비용 수리부속(기아/소형차량) 연간단가계약,계룡대근무지원단
1217,나사 등 121종,해군군수사령부
1218,00부대 위장피복(등산복류) 구매,수도방위사령부
1219,차량정비용 수리부속(현대/소형차량) 연간단가계약,계룡대근무지원단
1220,차량정비용 수리부속(현대/소형차량) 연간단가계약,계룡대근무지원단
1221,디지털 윤전용지 연간 구매,국군재정관리단
1222,차량정비용 수리부속(쉐보레/소형차량) 연간단가계약,계룡대근무지원단
1223,차량정비용 수리부속(쉐보레/소형차량) 연간단가계약,계룡대근무지원단
1229,원단 사지직(2/2 230 곤색),방위사업청
1230,원단 사지직(2/2 230 그린색),방위사업청
1231,원단 하정복용(155 그린색),방위사업청
1232,원단 사지직(2/2 230 흑색),방위사업청
1233,원단 하정복용(155 곤색),방위사업청
1234,원단 하정복용(155 카키색),방위사업청
1235,원단 하정복용(155 하늘색),방위사업청
1236,원단 사지직(230 카키색),방위사업청
1237,발전기유지부품(10kw 통신용),방위사업청
1238,5kw 발전기 유지부품,방위사업청
1239,700w발전기유지부품,방위사업청
1240,동정복 원단(흑색/해군),방위사업청
1241,동정복 원단(그린색/해병),방위사업청
1242,동근무복상의 원단(카키색/해병),방위사업청
1243,하근무복 원단(카키색/해군),방위사업청
1244,하정복 원단(그린색/해병),방위사업청
1245,전지 축전식(신형원격무선폭파세트용),방위사업청
1246,발칸 자이로스코프구매,제2879부대
1247,발칸 자이로스코프구매,제2879부대
1248,전지 재충전불가식(BA-3517),방위사업청
1249,무반동총 축사기류,방위사업청
1250,하론가스구매,제2879부대
1251,하트가드 플러스 등 100품목,제9196부대
1252,위장크림 구매,제3283부대
1253,빌지펌프 등 186품목,제9196부대
1258,전차포 사격장 모래구매,국군재정관리단
1259,음주측정기 등 6종,해군군수사령부
1260,궤도장비 기어류,방위사업청
1261,궤도장비 기어류,방위사업청
1262,궤도부품류(클러치 조립체 등),방위사업청
1263,궤도부품류(클러치 조립체 등),방위사업청
1264,날 유리창닦기용 등 3종,해군군수사령부
1265,완충기류,방위사업청
1266,액화석유가스(LPG) 벌크 충전,해군제3함대사령부
1267,액화석유가스(LPG) 용기 충전,해군제3함대사령부
1268,액화석유가스(LPG) 벌크 충전,해군제3함대사령부
1269,액화석유가스(LPG) 용기 충전,해군제3함대사령부
1270,예비연소용 챔버,방위사업청
1271,차량정비용 수리부속(쌍용/소형차량) 연간단가계약,계룡대근무지원단
1272,차량정비용 수리부속(쌍용/소형차량) 연간단가계약,계룡대근무지원단
1273,차량정비용 수리부속(현대/대형차량) 연간단가계약,계룡대근무지원단
1274,차량정비용 수리부속(쉐보레/대형차량) 연간단가계약,계룡대근무지원단
1275,베레모 등 8종 제조,국군재정관리단
1277,본드솔 등 394종,제5738부대
1278,본드솔 등 394종,제5738부대
1279,못38미리 등 74항목 구매(물자),육군군수사령부
1280,유류흡착패드 등 5종,공군군수사령부
1283,YTL 추진기 정비,해군군수사령부
1284,LSF 주기 시동발전기(AI-8) 정비,해군군수사령부
1285,00단 병사식당 냉난방기 구매설치,국군재정관리단
1288,병사피복(동운동복) 제조납품,국군재정관리단
1289,목재파레트 11종 제조,국군재정관리단
1291,부대조달 화공가스 납품 및 용기검사  밸브 교체,제2167부대
1292,전원공급기(K-1 전차용),방위사업청
1293,전원공급기(K-1 전차용),방위사업청
1295,니켈수소전지(BB-96K),방위사업청
1296,13-본-국대-01 00학교 이전 배수펌프 제조 납품,국군재정관리단
1297,시일 평면형 등 181항목 제조(기장),육군군수사령부
1298,클램프 루프형 등 63항목 구매(기장),육군군수사령부
1299,베어링 롤러식 테이퍼형 등 41항목 구매(기장),육군군수사령부
1300,16년 모의사격 훈련장비 교체사업,국군재정관리단
1303,냉동기세트 1.5톤(비자성),방위사업청
1304,PMS통합관제시스템 관제 P/G 등 4종 구매,제6755부대
1305,16년 연습용 지뢰/부품류,방위사업청
1306,대검 및 부품류,방위사업청
1307,폴건 등 4종,해군군수사령부
1308,16년 지상조명지뢰,방위사업청
1309,16년 폭음통,방위사업청
1310,10톤 상용구난차 제조,국군재정관리단
1311,컬러 레이저 프린터 렌탈,국군재정관리단
1312,봉합제 등 180종,공군군수사령부
1314,기동형 고성능 확성기 제조납품,국군재정관리단
1315,나사류(궤도장비용 등),방위사업청
