,입찰공고명,공고기관명
38317,병영생활관 개수 및 증축 통합배선반 제조설치,제5861부대
38318,수색대대 병영생활관 개수 통합배선반 제조설치,제5861부대
38329,20-000기지 유류공급설비 개선 전동형호스릴 제조설치,국군재정관리단
38333,합동대 입간판 제조설치,자운대근무지원단
38339,간부숙소 개선공사(PD창호 ABS진공성형도어 납품),공군제19전투비행단
38354,철재류 바피드특수강등22종 구매,제2879부대
38361,미끄럼방지페인트 등 12종 구매,제2879부대
38362,단조철선 등 30종 구매,제2879부대
38367,출입통제체계용 UPS 제조설치(리스물건),육군본부
38368,00부대 임시숙영시설 컨테이너 제조설치 납품,제36보병사단
38385,20-00아파트 싱크대 제조설치,제7001부대
38397,빛고을아파트 보수공사 창호 제조설치납품,제17보병사단
38445,철재류 연강선등56종 구매,제2879부대
38474,진격아파트 3동 싱크대 교체,제2307부대
38493,00지역 취사기구 제조설치,제3707부대
38568,간부숙소 개선공사 관급자재(타일 제조 설치),공군제19전투비행단
38579,(206257-G)VoIP 음성동보장치 제조설치(리스물건),국군재정관리단
38581,철재류 특수강등19종 구매,제2879부대
38584,화학저항페인트 1종 구매,제2879부대
38611,00부대 승하강식 TOD 거치대 제조설치,제6755부대
38630,화지대 생활관 신축 관급자재(콘크리트파일)제조 납품,제7001부대
38664,골든빌아파트 등 2개소 싱크대 교체,제2307부대
38682,간부숙소 비품구매/설치(전기레인지 등)(AA-20045),제2136부대
38709,20-해-00000센터 관급자재(통합배선반) 제조설치,국군재정관리단
38712,타일 제조납품(20-107),제2307부대
38713,타일 제조납품(20-107),제2307부대
38714,20-00창 00창고 신축 관급자재(콘크리트 파일) 제조,국군재정관리단
38715,20-00창 00창고 신축 관급자재(콘크리트 파일) 제조,국군재정관리단
38789,20-목- 변전실 개선 계전기 제조설치,국군재정관리단
38813,(206272-E)탄보관소 노후 제습기 교체 제조설치,국군재정관리단
38818,00부대 숙소 자동문 설치(20-164),수도방위사령부
38819,00부대 아파트 자동문 설치(20-165),수도방위사령부
38841,(206229-F)울타리 제조설치,국군재정관리단
38892,간부숙소 보수공사 관급자재(냉방기),공군사관학교
38900,해체이전부대 개선 관급자재(컨테이너) 제조설치(1),제28보병사단
38939,수문 제조설치(00항 육상시설 시설공사 관급자재),제8385부대
38973,해체이전부대 개선 관급자재(컨테이너) 제조설치(2),제28보병사단
38975,20-해-함정 부식이송용 컨베이어벨트 제조설치,국군재정관리단
39033,주거17차-유명한들아파트 54세대 싱크대 설치납품,제1968부대
39042,가족비동반 병사숙소 가구(테이블) 구매설치,국군재정관리단
39043,가족비동반 병사숙소 가구(테이블) 구매설치,국군재정관리단
39077,난방시설 보수 제조설치 납품,제5군단사령부
39089,00지역 표범아파트 싱크대 제조설치,제6군단사령부
39090,00지역 송우리아파트 싱크대 제조설치,제6군단사령부
39111,목재류 제재목 7종 구매,제2879부대
39117,간성아파트 신축 관급자재(콘크리트 파일),제5861부대
39151,00부대 병영생활관 개수 통합배선 제조설치,제9보병사단사령부
39228,20-해군정비창 선체정비고 관급(콘크리트파일),국군재정관리단
39378,00부대 풋살장 인조잔디 제조설치납품,제6685부대
39401,노고산 동원훈련장 생활관 통합배선 제조설치,제3697부대
39417,20-해-00창 관급자재 콘크리트파일 제조(208128-H),국군재정관리단
39441,충성아파트 105동 보일러 납품,제5181부대
39463,어곡 동원훈련장 신축공사 진공온수보일러 제조설치,육군제53보병사단
39464,어곡 동원훈련장 신축공사 진공온수보일러 제조설치,육군제53보병사단
39465,어곡 동원훈련장 신축공사 급탕저장탱크 제조설치,육군제53보병사단
39496,아파트 싱크대 교체 설치납품,제3707부대
39515,20-P-주둔지 경계용 CCTV 제조설치,국군재정관리단
39564,울릉도지역 UPS 및 배터리 제조설치(교체포함),제3707부대
39567,동송 산호아파트 싱크대 제조설치 납품2,제5군단사령부
39570,20년 간부숙소 세탁기/건조기 구매·설치(AA-20019),제2136부대
39593,신발장 제조설치,제2307부대
39600,20-함내외통합통신장비(ICS)제조설치,국군재정관리단
39601,노고산 동원훈련장 생활관 진공온수보일러 제조/설치,제3697부대
39621,00지역 매입아파트 싱크대 제조설치,제6군단사령부
39622,여성필수시설(컨테이너하우스) 제조설치,제1607부대
39631,목재류 합판 3종 구매,제2879부대
39634,진공온수보일러 제조설치(20-122),수도방위사령부
39640,00부대 제습설비 개선공사(제습기 제조설치납품),제5378부대
39691,00지역 야외탄약고(4개소) CCTV 제조설치,제3707부대
39763,IR 카메라 등 26종 제조설치,공군제16전투비행단
39804,MHC 비자성 보조보일러 정비,해군군수사령부
39816,보조보일러(중형 대형),방위사업청
39876,턴스타일 게이트 제조 설치,공군제19전투비행단
39895,포룡아파트 싱크대 설치납품,제11기동사단
39977,[20-A16(8)]00아파트 PD창호 제조납품,제3007부대
39979,[20-A16(9)]00아파트 PW창호 제조설치,제3007부대
39983,52군지단 급식유통센터 신축공사(콘크리트말뚝),제6128부대
39985,117연대 병영생활관 개수 및 증축(통합배선),제6128부대
39996,씽크대 제조설치납품,제9965부대
40100,(216217-F)도금장비 제조설치,국군재정관리단
40101,(216217-F)도금장비 제조설치,국군재정관리단
40149,(21-92) 트래픽페인트 2종 제조/구매,공군제10전투비행단
40169,2021년 상업용오븐 제조설치,제25보병사단
40181,(216312-F)탄약정비공장 정비장비 제조설치,국군재정관리단
40187,(조달) 21-1-63 도로표지용 페인트 4종구매,제3훈련비행단
40192,독신자숙소 신축 관급자재(원격검침),제9965부대
40194,02포병대대 신축공사 관급자재(자동제어) 제조설치,제17보병사단
40219,(217345-E)관급자재(싱크대)제조설치,국군재정관리단
40222,21-공-디젤발전기(400kw) 제조설치,국군재정관리단
40223,21-공-디젤발전기(400kw) 제조설치,국군재정관리단
40225,정림아파트 승강기 개선,제7162부대
40227,고각조절기 제조설치 납품,제5군단사령부
40261,21-공병대대 신축 관급자재 콘크리트파일 제조,국군재정관리단
40281,105밀리 성능개량사업 관급자재(크레인) 제조설치,제17보병사단
40304,21- 신형 저장랙 제조설치,국군재정관리단
40364,00지역 CCTV 제조설치,제6군단사령부
40365,00지역 CCTV 제조설치,제6군단사령부
40376,21-해-00사 관급자재(수관형보일러C형)제조설치,국군재정관리단
40377,21-해-00사 관급자재(수관형보일러C형)제조설치,국군재정관리단
40378,00부대 공기청정기 필터 3차 제조설치,육군훈련소
40395,21-해-관급자재(샌드위치패널) 제조설치,국군재정관리단
40400,컨테이너 제조설치납품(재사용-030),육군 제1군단
40546,21년 오븐기 제조설치,제1989부대
40553,도기질타일(3 797.05㎡),제7001부대
40554,도기질타일(3 797.05㎡),제7001부대
40599,(21-본1) 00병영생활관 신축 관급(콘크리트파일) 제조,제5군단사령부
40644,102-23호 131기보대대 보일러 제조설치,육군 제8군단
40645,102-23호 131기보대대 보일러 제조설치,육군 제8군단
40660,21-경-해-00대대 생활관 관급자재(통합배선) 제조설치,국군재정관리단
40674,21-해-교육관 관급자재(무대장치) 제조설치,국군재정관리단
40697,00부대 고속지령대 제조설치(10),수도군단
40714,21-해-정밀측정시험소 관급자재(크레인) 제조설치,국군재정관리단
40722,21-해-ㅇㅇ시설사업 관급자재(폐쇄형배전반) 제조설치,국군재정관리단
40820,(217342-F)관급자재(타일) 제조,국군재정관리단
40832,21-공-수송기 통합 시운전장비 제조설치,국군재정관리단
40835,00아파트 씽크대 제조 설치,제1989부대
40847,00호텔 객실용 이동식 가구 제조설치,공군항공안전단
40852,지상감시장비(TOD) 거치대 제조설치,제9196부대
40867,독신자숙소 신축 관급자재(빌딩자동제어시스템),제9965부대
40887,주대-21호 군숙소 노후 보일러 교체,육군 제8군단
40908,아파트 7개소 씽크대 제조 설치 및 렌지 설치 납품,제1989부대
40925,(216181-F)관급자재(신발장) 제조설치,국군재정관리단
40930,페인트혼합기 1종 구매,해군군수사령부
41015,(216174-B)00아파트 싱크대 제조설치,국군재정관리단
41032,00부대 생활관 개수 관급자재(PD창호)(505),수도군단
41052,21-해-00창 공장 신축 관급자재(크레인) 제조설치,국군재정관리단
41053,보일러 약품 13종 구매,계룡대근무지원단
41090,21-공-ㅇㅇ기지 자동제어 제조설치,국군재정관리단
41092,(조달) 21-1-63 도로표지용 페인트 4종구매,제3훈련비행단
41093,(조달) 21-1-63 도로표지용 페인트 4종구매,제3훈련비행단
41165,21-해-정밀측정시험소 관급자재(엘리베이터) 제조설치,국군재정관리단
41179,에나멜 국방색 페인트 등 10개 품목 제조,육군 제3808부대
41206,00부대 간부숙소 도배장판 설치납품,제5861부대
41208,매입아파트 싱크대 교체 설치,제36보병사단
41223,02여단 부대개편 관급자재(호이스트) 제조설치,제17보병사단
41234,부영아파트 씽크대 제조설치 및 렌지 설치 납품,제1989부대
41256,병영생활관 시스템 에어컨 교체 설치납품(대보수-121),육군 제1군단
41278,21-해-관급자재(전열교환기) 제조설치,국군재정관리단
41285,간부숙소 비품구매(설치납품),육군 제1군단
41289,율동아파트 싱크대 교체 설치납품,국군의무사령부
41320,손원일관 리모델링 관급자재(자동제어) 제조설치,해군사관학교
41403,21-해-00교육관 신축관급자재(통합배선) 제조설치,국군재정관리단
41430,11사단 관사 신축 관급자재(보일러),제11기동사단
41431,보일러 설치납품(1공구),제9보병사단사령부
41498,(216220-E)도서관 디자인가구 제조설치,국군재정관리단
41544,00부대 병영생활관 진공온수보일러 교체,제2307부대
41584,21-해-00창 공장 신축 관급자재(연관보일러) 제조설치,국군재정관리단
41643,군숙소 비품(에어컨 및 세탁기) 구매,육군 제3808부대
41661,손원일관 리모델링 관급자재(항온항습기) 제조설치,해군사관학교
41662,손원일관 리모델링 관급자재(통합배선) 제조설치,해군사관학교
41699,고속지령대 제조설치,제5군단사령부
41712,비룡아파트 106동 보수공사 관급자재(씽크대),제25보병사단
41713,비룡아파트 106동 보수공사 관급자재(씽크대),제25보병사단
41732,11사단 관사 신축 관급자재(타일),제11기동사단
41756,매입관사 싱크대  신발장  거울장 교체 제조설치 납품,육군 제8군단
41763,21-충-육-29실내체육관 관급자재(무대장치) 제조설치,제32보병사단
41766,소형무장헬기 훈련센터 신축 콘크리트말뚝,육군교육사령부
41812,간부숙소 싱크대 구매(철거 설치)(주-1),특수전사령부
41830,21-해-발전기 300kw 제조설치,국군재정관리단
41839,콘크리트믹서기 1종 구매,해군군수사령부
41877,예비단 연병장 포장공사 관급자재(인조잔디 제조설치),공군교육사령부
41887,(216363-D)보일러 설치납품,국군재정관리단
41903,싱크대 제조설치납품,제9965부대
41942,동원훈련장(컨테이너하우스) 제조설치,제1607부대
41992,00지역 컨테이너(창고형) 제조설치,제6군단사령부
42030,21-페인트 분무기 구매,국군재정관리단
42032,B-1부대 제습기 교체 제조설치,제1891부대
42079,아파트 블라인드 설치납품,육군종합행정학교
42093,00아파트 보일러 설치납품(76대),육군종합행정학교
42097,21-해-00사 관급자재(수관보일러A형) 제조설치,국군재정관리단
42098,21-해-아파트 개선공사 관급자재(PD창호),국군재정관리단
42150,21-국-00센터 가구 제조설치,국군재정관리단
42189,생활관 신축공사 관급자재(컨테이너) 제조,연평부대
42217,21-2차 MW통신소 전원공급장치 제조설치(교체),국군지휘통신사령부
42255,00부대 이전사업 관급자재(토목-골재),제5378부대
42276,(216179-E)자동화창고 CCTV 제조설치,국군재정관리단
42277,11사단 관사 신축 관급자재(타일),제11기동사단
42283,(216293-D) 전자교탁 등 제조설치(리스물건),국군재정관리단
42289,21-해-00사 관급자재(사인물)제조설치,국군재정관리단
42320,(자재) 단조철선 등 24종 구매,제2879부대
42336,21-해-00시설사업 관급자재(엘리베이터) 제조설치,국군재정관리단
42366,21-공-00감시대 관급자재(자동제어) 제조설치,국군재정관리단
42391,화성00부대 부대개편 특수페인트 제조납품,제5067부대
42392,화성00부대 부대개편 특수페인트 제조납품,제5067부대
42441,사단 사령부 본청 신축 통합배선반 제조설치,제5861부대
42476,GOP통합급수시설 자동제어 제조설치,제5861부대
42501,폐수처리장 활성탄여과기 제조설치,제2879부대
42513,5.56밀리 FX 적색 페인트탄 1항목 구매(탄약),육군군수사령부
42514,5.56밀리 FX 적색 페인트탄 1항목 구매(탄약),육군군수사령부
42539,충정아파트 등 4개소 보일러 설치납품,제11기동사단
42574,00지역 통합배선 제조설치(관급),국방부근무지원단
42635,포병여단 천장크레인 제조설치(20-182),제2307부대
42646,21-00아파트 및 00숙소 보일러 설치납품,제7001부대
42650,공병여단 천장크레인 제조설치(20-198),제2307부대
42655,간부숙소 신축 관급(싱크대) 제조설치(도서지역),제9196부대
42675,21-경-해-0000대 생활관 관급자재(자동제어) 제조설치,국군재정관리단
42722,21-해-00시설사업 관급자재(항온항습기) 제조설치,국군재정관리단
42757,21-특수페인트 제조설치,국군재정관리단
42758,21-특수페인트 제조설치,국군재정관리단
42781,00부대(육상/도서) CCTV 제조설치,해군군수사령부
42788,00부대 간부숙소 씽크대 제조설치납품,제5733부대
42841,[21-23]21년 간부숙소 씽크대 제조설치 계약,제3007부대
42844,(216058-H)'21년 LAN용 UPS 제조설치(리스물건),국군재정관리단
42854,(216378-E)관급자재(탐조등)제조설치,국군재정관리단
42863,(216232-E)VoIP교환기용 음성동보 제조설치(리스물건),국군재정관리단
42873,사향산통신소 모노레일 교체 제조설치납품,제5군단사령부
42905,페인트분무기 구매,해군군수사령부
42913,00여단 1대대 병영생활관 신축공사(통합배선),제6128부대
42920,21-소-4 생활관 저녹스 보일러 구매,제3훈련비행단
42921,21-소-4 생활관 저녹스 보일러 구매,제3훈련비행단
42933,21-공-디젤발전기(100kw) 제조설치,국군재정관리단
42948,21-해-00시설사업 관급자재(전동기제어반) 제조설치,국군재정관리단
42949,21-해-생존훈련장 관급자재(자동제어) 제조설치,국군재정관리단
43000,페인트호스 등 10종 구매,해군군수사령부
43001,페인트호스 등 10종 구매,해군군수사령부
43019,00부대 이전사업 관급자재(토목-혼합 순환골재),제5378부대
43028,21-해-00훈련장 관급자재(콘크리트 말뚝) 제조,국군재정관리단
43037,21-공-00부대 관급자재(자동제어) 제조설치,국군재정관리단
43060,21-해-재경지역 간부숙소 관급자재(통합배선),국군재정관리단
43096,노후관사 리모델링 관급자재(도장) 제조설치,제2621부대
43102,21-59-4 00대대 리모델링 및 신축 통합배선 제조설치,공군제17전투비행단
43156,방공고속지령대 노후장비 제조설치,육군 제1군단
43171,(217399-F)관급자재(통합배선) 제조설치,국군재정관리단
43188,21-해-생존훈련장 관급자재(통합배선) 제조설치,국군재정관리단
43191,21-공-디젤발전기(60kw) 제조설치,국군재정관리단
43259,51군지단 특수창고 신축(샌드위치 패널 제조설치),제1989부대
43265,(217341-E)관급자재(가구)제조설치,국군재정관리단
43269,3사단 관사 관급자재(도급  타일),제1968부대
43278,21-해-잠수훈련장 관급자재(소독설비) 제조설치,국군재정관리단
43285,칠성그린아파트 싱크대 설치납품,제2879부대
43286,칠성그린아파트 싱크대 설치납품,제2879부대
43316,21년 진공온수보일러 등 제조설치,제25보병사단
43331,OO부대 엘리베이터 제조설치(21-특별-3-15),육군 제1군단
43347,21-해-재경지역 간부숙소 신축 관급자재(자동제어),국군재정관리단
43394,21-해-00훈련장 관급자재(진공온수보일러)제조설치,국군재정관리단
43407,(21-238)옥외경계등 폴대 제조설치납품,제5군단사령부
43433,주대24호 군숙소 노후 싱크대 및 신발장 교체,육군 제8군단
43467,21-공-00부대 관급자재(크레인) 제조설치,국군재정관리단
43488,신축숙소 가구류 제조 / 납품,한미연합군사령부
43489,양양 동원훈련장 생활관 신축 전광판 설치,육군 제8군단
43524,21-해-교육관 관급자재(제로에너지) 제조설치,국군재정관리단
43525,신축숙소 비품(일체형 건조/세탁기 등 2종) 구매,한미연합군사령부
43528,00부대 경계초소용 CCTV 제조설치,제3707부대
43561,MHC 비자성 보조보일러 정비,해군군수사령부
43567,00소 수중훈련장 CCTV 제조설치,해군군수사령부
43571,철선 등 243종 구매,해군군수사령부
43585,(216295-F)중형드론 제조설치,국군재정관리단
43586,(216390-D)컨테이너 화장실 제조설치,국군재정관리단
43610,이동형 페인트분무기 1대 구매,해군군수사령부
43631,21-해-관급자재(출입통제시스템) 제조설치,국군재정관리단
43643,보급대 통합창고 보관용선반 제조설치,제6128부대
43674,간부숙소 3동 6동 초도비품(냉난방기) 구매설치,육군훈련소
43825,제거제  페인트용 1종 구매,공군군수사령부
43826,제거제  페인트용 1종 구매,공군군수사령부
43870,(자재) 단조철선 등 33종 구매,제2879부대
44069,콘크리트 믹서기 구매,해군군수사령부
44079,22-3차 간부숙소 벽걸이형 냉방기 설치납품,제2307부대
44197,22-해-00시설사업 관급자재(통합배선반)제조설치,국군재정관리단
44228,페인트류 구매,제9181부대
44344,이전사업 관급자재(토목-혼합골재),제5378부대
44450,22-해-전관방송시설 제조설치,국군재정관리단
44478,21-충-육-27 원격검침 설비 제조설치(자동제어),육군군수사령부
44577,22-공-대형콘크리트 절단기 구매,국군재정관리단
44620,00학교 생활관 콘크리트 파일 제조,자운대근무지원단
44724,(21-특1) 00부대 관급(콘크리트파일) 제조납품,제5군단사령부
44762,(227148-C) 상징 조형물 제조설치,국군재정관리단
44779,(긴급) 보일러 급수펌프 1종 구매,해군군수사령부
44925,율동아파트 싱크대 교체 설치납품,국군의무사령부
44952,22-공-공항정보 자동 방송장치 제조설치,국군재정관리단
44953,22-공-공항정보 자동 방송장치 제조설치,국군재정관리단
44957,22-해-주파수변환기(60Hz) 6EA 제조설치,국군재정관리단
45005,22-공-이동식 콘크리트 믹서장비 구매,국군재정관리단
45018,(226159-F)관급자재(화물용 엘리베이터) 제조설치,국군재정관리단
45117,(226017-G) 22년 LAN용 UPS 제조설치사업(리스물건),국군재정관리단
45138,(대보수 주거시설 3) 신원아파트 보수공사,제1968부대
45147,(226342-F)작전대기시설(서부) 컨테이너 제조설치,국군재정관리단
45172,페인트 제조 구매(도서지역),제9196부대
45209,(226246-F)자동세척기 제조설치,국군재정관리단
45246,콘크리트 절단기 2set 구매,해군군수사령부
45516,4차 간부숙소 초도비품 벽걸이형 에어컨 설치납품,제2307부대
45543,수성백색페인트 등 2종 구매,해군군수사령부
45772,이전사업 관급자재(토목-순환골재),제5378부대
45814,철선  비 전기용 등 9종,해군군수사령부
45876,22-해-00창 관급자재 자동제어 제조설치,국군재정관리단
46021,LED 전광판 제조설치,제9181부대
46028,(226309-B) 학교교실 장비도입(PC등 제조설치),국군재정관리단
46191,(226330-E) PC기반 수신체계 안테나 제조설치,국군재정관리단
46197,22-해-온수가열기(1EA) 제조설치,국군재정관리단
46332,보일러 등 581품목 구매,연평부대
46430,22-공-연료탱크 등 2종 제조설치,국군재정관리단
46491,22-2차 간부숙소 벽걸이형 냉난방기 설치납품,제2307부대
46584,22-해-ㅇㅇ창 기관공장 신축(크레인) 제조설치,국군재정관리단
46597,간부숙소 신축 관급자재(통합배선)(22-신-6-15),특수전사령부
46645,보조보일러(대형),방위사업청
46666,22-국-00사 가구 제조설치,국군재정관리단
46698,22년 출입통제체계 제조설치,4284부대
46759,(주거시설 3) 신원아파트 보수공사(씽크대),제1968부대
46909,철재 마봉강 등 86종 구매,제2879부대
47106,탄약 정비자재(에나멜 국방색 페인트 등 10개) 제조,육군 제3808부대
47137,22-해-현장감식용 드론 제조설치,국군재정관리단
47163,22-1차 병영식당 조리기구(배식대) 제조설치,제2217부대
47214,22-1차 간부숙소 벽걸이형 냉난방기 설치납품,제2307부대
47220,22-해-포구세척기 2종 제조설치,국군재정관리단
47244,22-해-소형화물승강기 4EA 제조설치,국군재정관리단
47257,(21-본1) 관급자재(자동제어) 제조설치,제5군단사령부
47305,22-해병-생활관 관급자재(자동제어) 제조설치,국군재정관리단
47307,22-해-전관방송시스템 제조설치,국군재정관리단
47397,해군잠수훈련장 리모델링 관급자재(관류형증기보일러),국군재정관리단
47476,(226015-G) 22년 VoIP교환기용 음성동보장치제조설치,국군재정관리단
47513,간부숙소 노후비품(에어컨) 설치납품,육군 제1군단
47532,(226158-E) 관급자재(호이스트크레인) 제조설치,국군재정관리단
47533,에나멜 국방색 페인트 등 5개 품목 제조,육군 제3808부대
47535,00부대 부대비품유지비 공기청정기 필터 제조설치-3차,육군훈련소
47662,(227175-F)감시장비(CCTV) 제조설치,국군재정관리단
47687,(226141-F)싱크대 제조설치 납품,국군재정관리단
47787,간부숙소 노후비품 구매,육군 제1군단
47973,22-6차 간부숙소 벽걸이형 에어컨 설치납품,제2307부대
48006,22-해병대 청룡부대 참전기념비 건립(제조설치),국군재정관리단
48220,(자재) 화학저항페인트 구매,제2879부대
48221,(자재) 화학저항페인트 구매,제2879부대
48248,22-국-ㅇㅇ단 가구 제조설치,국군재정관리단
48294,22-해-교류 전원변환기(60Hz)  제조설치,국군재정관리단
48346,22-1차 공군 신형 저장랙 제조설치(229107-F),국군재정관리단
48468,이전사업 관급자재(기계-보일러),제5378부대
48501,페인트분무기 구매,해군군수사령부
48545,00지역 드론교육센터 컨테이너(제조설치납품),육군사관학교
48573,(226319-F)체력단련기구 제조설치,국군재정관리단
48574,(226319-F)체력단련기구 제조설치,국군재정관리단
48601,(226311-E) 학교교실 장비도입(스크린 제조설치)사업,국군재정관리단
48604,(226346-F)작전대기시설(동부) 컨테이너 제조설치,국군재정관리단
48627,222/631포병 부대개편 진공온수보일러 제조설치,제8기동사단
48640,22-국-00학교 생활관 원격검침설비 제조설치,국군재정관리단
48655,222/631포병 부대개편 급탕탱크 제조설치,제8기동사단
48662,22-공-형광투시검사 유니트 제조설치,국군재정관리단
48781,간부숙소 신축 관급자재(자동제어)(22-신-6-14),특수전사령부
48791,22-해-디젤발전기 50KW 제조설치(228063-D),국군재정관리단
48796,5.56mm소총 컨버젼키트 및 페인트탄 구매(물-44),특수전사령부
48797,5.56mm소총 컨버젼키트 및 페인트탄 구매(물-44),특수전사령부
48837,(21-본2) 00훈련장 탁류저감시설 배수문 제조설치납품,제5군단사령부
48841,차기다련장 8차 시설공사 통합배선 제조설치,제9보병사단사령부
48889,22-해-0함대 대차횡이동보기  대차보강공 제조설치,국군재정관리단
48910,00부대 간부숙소 보수공사(냉난방기 설치납품),육군 52보병사단
48911,00부대 무궁화아파트 창호 설치납품,육군 52보병사단
48992,사령부 데시앙 아파트 보일러 교체공사(설치납품),제6128부대
48994,22-해-스프레이부스 등 2종 제조설치,국군재정관리단
48997,(226405-F)간부숙소비품(에어컨) 구매설치,국군재정관리단
49000,22-공-신축(화악)공사 관급자재(원격검침) 제조설치,국군재정관리단
49014,주거시설 보수 씽크대 제조설치납품(2권역),육군 제8군단
49024,생활관 개선 공사 관급자재(온수보일러) 제조 구매,공군교육사령부
49051,22-해-정비창 크레인 제조설치,국군재정관리단
49062,00부대 창박숙소 보수공사 설치납품(창호),육군 52보병사단
49066,22-해병-주둔지 경계용 CCTV 제조설치,국군재정관리단
49088,22-해병-김포 간부숙소(콘크리트말뚝),제9181부대
49133,22-해병-탄약고 CCTV 제조설치,국군재정관리단
49134,공정사단 본부 및 A여단 개편사업(타일),제6619부대
49137,22-충-육-17C 제습기 제조설치,육군군수사령부
49180,OOO 출입통제체계 교체사업 제조설치(리스물건),국군제1068부대
49231,222/631포병 부대개편 오버헤드크레인 제조설치,제8기동사단
49236,수리온 창정비요소개발 알루미늄시트패널 제조설치,제2879부대
49284,(227465-E) 관급자재(보일러) 제조납품,국군재정관리단
49289,22-해-고속상륙정 크레인 제조설치,국군재정관리단
49311,간부숙소 신축(고강도 콘크리트 말뚝 제조납품),제2062부대
49328,(226384-C)탄약실습장 정비용장비 제조설치,국군재정관리단
49366,00아파트 승강기 로프 설치 납품,육군종합행정학교
49397,[22-12(14)] 체육관 신축(자동제어장치) 제조설치,제3007부대
49437,신임장교 가구(관물함) 제조설치납품,육군상무대근무지원단
49452,방포교 생활관 신축공사 관급자재 원격검침 제조설치,제1방공유도탄여단
49503,영내숙소 비품(옷장) 제조 납품,육군종합행정학교
49514,(227358-B) 주거시설 싱크대 제조설치,국군재정관리단
49522,22-공-관급자재(원격검침) 제조설치,국군재정관리단
49539,(226431-D) 작전대기시설 컨테이너 제조설치(2공구),국군재정관리단
49576,22-해-함정용 부식이송 컨베이어벨트 제조설치,국군재정관리단
49577,22-해-함정용 부식이송 컨베이어벨트 제조설치,국군재정관리단
49580,간부숙소 초도비품 구매(전자제품),육군 제1군단
49586,(226434-D) 작전대기시설 컨테이너 제조설치(5공구),국군재정관리단
49587,(226430-D) 작전대기시설 컨테이너 제조설치(1공구),국군재정관리단
49607,(226436-F)작전대기시설 컨테이너(7공구) 제조설치,국군재정관리단
49620,(226435-F)작전대기시설 컨테이너(6공구) 제조설치,국군재정관리단
49630,12사단 간부숙소150실 신축 관급자재 - 콘크리트 말뚝,제1862부대
49641,22-해-해상구조훈련장 콘크리트파일 제조,국군재정관리단
49643,22-해병-노후생활관 관급자재(자동제어) 제조설치,국군재정관리단
49646,(226444-F)K9 보디금형 제조설치,국군재정관리단
49649,(226443-E) K9 패드 금형 제조설치,국군재정관리단
49678,간부숙소 신축 관급 제조설치(씽크대),제32보병사단
49775,00부대 신축공사 관급자재(통합배선) 제조설치,제36보병사단
49812,22-해-잠수훈련장리모델링 관급(여과설비)제조설치(2),국군재정관리단
49865,222/631포병 부대개편 관급 원격검침설비 제조설치,제8기동사단
49881,00전대 공병대대본부신축 통합배선 관급자재 제조설치,공군제19전투비행단
49888,00부대 개편사업 호이스트크레인 제조설치(1지역),제2621부대
49889,00부대 개편사업 호이스트크레인 제조설치(2지역),제2621부대
49890,00부대 개편사업 호이스트크레인 제조설치(3지역),제2621부대
49891,00부대 개편사업 호이스트크레인 제조설치(4지역),제2621부대
49900,공정사단 본부 및 A여단 개편사업(타일),제6619부대
49923,앵글  건축용 등 8종 구매(193),해군제1정비대대
49933,페인트분무기(육상시설용) 1EA 구매,해군군수사령부
49940,00부대 병영생활관 보수개선공사(통합배선),제36보병사단
49980,DMZ 중거리카메라 제조설치,제28보병사단
50006,22-해-천정크레인 제조설치,국군재정관리단
50018,22-공-창정비시설 관급자재 통합배선 제조설치,국군재정관리단
50019,22-해-기동반 제조설치,국군재정관리단
50020,22-해-기동반 제조설치,국군재정관리단
50034,22년 후반기 간부숙소 비품 구매계약,제2621부대
50097,간부숙소 신축 관급자재 구매(가구),제32보병사단
50106,콘크리트 믹서기 1대 구매,해군군수사령부
50107,콘크리트 믹서기 1대 구매,해군군수사령부
50117,22-해-건선거 GATE 제조설치(228269-E),국군재정관리단
50156,콘솔데스크 등 23품목 제조설치,연평부대
50158,병영생활관 도서구매,국군화생방방호사령부
50177,22-간부숙소 특수페인트 제조설치,제7001부대
50210,22년 53군지단 조리병교육대 조리대 제조설치 납품,제6335부대
50212,22-국-우주기상 통합배선 제조설치,국군재정관리단
50213,00부대 간부숙소 신축 관급자재(자동제어) 제조설치,제2307부대
50236,22-해병-00생활관 자동제어 제조,국군재정관리단
50271,차륜형대공포 관급자재(호이스트크레인) 제조설치,제1862부대
50279,22-해-00아파트 싱크대 제조설치,국군재정관리단
50283,(21-특1) 관급자재(냉동기) 제조설치,제5군단사령부
50285,BTL 간부숙소 침대 및 매트리스 제조/설치,제25보병사단
50314,5비 누유감지 시스템 제조설치,공군제5공중기동비행단
50325,[22-11(13)] 실전훈련장 구축(통합배선) 제조설치,제3007부대
50331,22-공-작전지원실 관급자재(통합배선) 제조설치,국군재정관리단
50339,연병장 개선공사 태양광 가로등 제조설치,육군 52보병사단
50372,(226437-F)작전대기시설 컨테이너(8공구) 제조설치,국군재정관리단
50415,22-국-500KW 발전기 제조설치,국군재정관리단
50447,23사단 57여단 병영생활관 개수 관급자재(자동제어),육군 제8군단
50499,22-공-방포교 생활관 냉난방기 구매설치,국군재정관리단
50518,22-해병-강화 간부숙소(자동제어),제9181부대
50519,(21-특2)관급자재(자동제어) 제조설치,제5군단사령부
50520,22-국-우주기상 자동제어 제조설치,국군재정관리단
