입찰명
00부대개편사업 조명기구 제조납품
00부대 급수펌프 교체설치
(16-417)전산운영용품(잉크외 53품목)
펀치 등 115종 구매
군차량 적재함 방수포 제조납품
이동용 무선 수신기 등 10종
물류관리라벨 등 512종
HDD복사기 등 12종 구매 설치
CCTV영상 녹화용 DVR 구매
탁구대 등 7종 구매
충전드릴 등 16종
냉난방기 등 4종
전산운영(비디오월) 물품 구매
신교대 취사식당 신축 관통형냉장고 제조 설치납품
동케이블 등 25종
00부대개편사업 관급자재(크레인) 설치납품
파이프머신
비디오서버 등 3종
"00함 No.1,2 양묘기 정비"
16-275 재생토너 등 16종
화면전시체계 보강 사업(16-213)
P200T5KY(노랑) 등 15항목 제조(물자)
장비운영소모품(91차) 구매
의무비품(5차) 구매
의무비품(4차) 구매
체육관/강당 방송시설 음향장비 설치납품(정정)
(16-172) 각파이프 등 19품목
부대의약품 33종 구매
실내체력단련장 체육기자재 구매
의약품(219차) 구매
의약품(215차) 구매
의약품(213차) 구매
의약품(212차) 구매
의료기재(75차) 구매
의무비품(3차) 구매 부대계약
플루드 라이트 세트 구매
5공병 121대대 생활관 온수보일러 설치납품
스틸그레이팅 제조 구매
과학수사 감정장비 구매(수욕조 등 4건)
8759부대 등 2개소 자재구매
16-동-ㅇㅇ항 휀더 제조 납품
16년 상황전시체계 개선사업
디지털인쇄재료 23종 구매
전선 등 108품목
배구부 운동용품(배구공 등 7품목)
종목별 운동용품 구매(핸드볼 등 3개부서)
정압게이지 등 7종 설치납품
16-2차 정기도서구매
CLT-K508L(검정) 등 62항목 구매(물자)
시설자재(레미탈 외 100종)구매
철수세미 등 41종 구매
방풍비닐 등 14종
섹션 펜꽃이 등 309종
컬러정부화일 등 278종 구매
전기온풍기 등 3종 구매
광케이블 등 12종
4/4분기 정보화 물품 구매
스테플러 등 150종
디지털 온습도계 등 62종
가로방비 세트 등 123종
16년 4분기 전산운영용품 구매
ATCIS 상용하드웨어 구매(145개)
냉난방기 구매 설치(연평도 납품)
전산운영용품 00종 구매
흑색잉크 외 18종 (16-136)
열화상카메라 등 3종 구매
그레이트스파이더체인 2종 구매
병영도서 182종 구매
갈퀴 등 9종 구매
16년 25차 부대구매 의료기재
16년 24차 부대구매 의약품
유성펜 등 301종 구매
드릴날세트 등 46종 구매
멀티USB케이블 등 100품목 구매
치과용 근관충전기 1개
신호용 호각 등 4종
00부대  20톤 회전식 크라샤 구매
유류시험 기자재 구매
폼업 등 118종 구매
UTP케이블 등 180종 구매
탐조등 5EA
"베어링, 슬리브형"
00함 함안정 조타기 정비
16-싱크대 철거 및 제조/설치
OO CBT 하드웨어 및 SW 구매/설치
16-439 시설자재(황동나사식 볼배브 등 101종) 구매
5마이크로필터 등 20품목
16년 화면전시체계 개선 자재 설치납품
장간조립교 자재 제조납품(2)
전산운영용품 구매(5)
00부대 이글루 탄약고 제습기 제조설치(5)
기계공작 및 용접장비(밀링머신 등 6종) 구매
전원보호 장치(UPS) 제조 납품
00학교이전 가구 제조설치
'16-3차 전산운영용품 구매
‘16년 후반기 전장관리체계 운영용품구매
00부대 장간조립교 자재 제조납품
복지정보체계 장비교체사업 리스
E-737 항공기 도킹시스템 제조
000사업 출입통제시스템 제조 설치
표준파렛트 구매
전동지게차 등 5종 구매
16-8차 전산운영용품 구매
2016년 전기도서 구매
UPS용 축전지 구매설치
16-261 환풍기 등 133종
섬유유연제 등 4종 구매
눈삽 등 2종 구매
00지역 탄약고 경계 CCTV 설치납품
트위스트 등 33종 구매
켄트 샥클 등 32종 구매
가습기 40EA 구매
장간조립교 목재부품 제조설치
컨테이너 제조 구매
서보모터 등 5종
"전동펌프, 유압식 등 1종"
16-해-물류창고 승강기 제조 설치
마사토 등 2종
탄력스타킹 등 43종(의료기재)
데타손 연고 0.25% 등 38종(의약품)
ALT/GPT 등 58종(의무장비시약)
시내관로 케이블 등 10종 구매
표창장 내.외지 제조(구매)
뉴젤 청정기 등 2종
형광램프 외 36종 구매
001연대 탄약고 경계시설cctv 제조 설치납품
탄약고용 컨테이너 제조설치납품
차기전자전장비 부품(구매)
특수수사장비세트 구매
실내체력단련장 비품 구매
00부대 무인레이더 장비 구매 설치
빅데이터  악성코드  백업시스템 체계 구축
00부대 상황전시장비 교체사업
상용타이어 등 60품목
NVR 등 68품목
매립형 XLR 커넥터 등 111종
17년 복지시설 소모품 구매(연간 단가계약)
2017년 임상병리 소모품 구매(연간 단가계약)
강릉지역 창고시설 중량선반 제조납품설치
인제지역 창고시설 중량선반 제조납품설치
춘천지역 창고시설 중량선반 제조납품설치
원주지역 창고시설 중량선반 제조납품설치
FILTER PAPER 등 29품목
의약품 32종
북스탠드 등 104종
레자크봉투 등 100종
스테플러 등 77종
"탁상용 달력(1,000부) 구매"
고속절단기 등 6종 구매
8구 멀티렌치 등 444종 구매
상용정보통신 보관함 제조/구매
16-해-지원시설 CCTV 제조 설치
16-해-지원시설 방송설비 제조 설치
16-해-지원시설 통합배선 제조 설치
복사용지 등 269종 구매
상판접이식테이블 등 1145종
ESH100-12 등 13종 구매
아이볼트 등 66종
배수용 수중펌프 등 27종
배터리 등 171종
거상형 휠체어 등 17종
CCTV광링크 등 5종
방탄판 구매
조경용 고형비료 등 20종 구매
광견병 백신 등 8품목
케토코나졸 등 79품목
항-16-071 약품수납장A 등 26종
램프 등 71종
자분탐상용전자석 등 11품목
팬모타 등 81품목
일체형바벨세트 등 16품목
니콜스타트 등 22품목
장비운영소모품(90차) 구매
4분기 전산운영용품 구매
00부대 네트워크 장비 구매설치
16-7차 정보체계 물품 구매
CPR 교육용 인형 등 5종
00부대 이글루 탄약고 제습기 제조설치(3)
00부대 이글루 탄약고 제습기 제조설치(2)
00부대 창설사업 AV방송설비 제조설치
정보체계 백업시스템 구축
16-해-비상소화펌프(250GPM) 5EA 구매
교육용 회전익 비행체 및 부수기재 구매
과학화 경계시스템 노후부품 교체 설치
다목적 경계지원차량(굴절고소차) 구매
00부대 이전사업 합성수지창호 제조설치
00부대 이전사업 합성수지도어 제조설치
00학교 생도피복(운동복) 제조 납품
CPR 교육용 인형 등 5종
에어캡 완충제 등 55종
승차식 제초기 등 13종
Filter Paper 등 70종
의료기재(금연구역 표지판 등 85종)구매
GNSS 측량장비 구매
지뢰제거작전용 방탄조끼 등 9종 구매
독서카페 설치 자재 구매
아파트 보일러 구매 / 설치
메티스 엠 질소충전기 구매
"내부 공기청정기 등 10항목 구매(해파, 기장)"
맥그립 줄자 등 81품목
SSO Agent(TouchEn Wiseaccess)  SW 1개
현황판 등 15종 구매 설치
홀캇타 등 16종 구매
통신대대 주둔지 케이블 자재 구매
샴푸 등 39종 구매
안내표지판 등 25종
널빤지 등 6품목 구매
메티오졸린등6품목 구매
랜턴 등 90품목 구매
이발가운 구매
PC본체 구매
점보롤화장지 등 121종 구매
배구부 운동용품(테이프 등)
직할A 통합생활관 보일러 제조설치납품
"조16-방관사-96,98 Foot형 음성송신 스위치"
스포츠타울 등 9품목 구매
번호식 도어락 구매 설치(연평도 납품)
차량용 방수포(호루) 등 196품목 구매
스미스머신 등 14품목 구매
봉합재 키트
의약품(가네카 등 99종)구매
출입통제기 등 5종 구매
접이식 캐노피 천막 등 132종 구매
안전마루(수심조절기) 38개 구매
운동용가방 등 5종 제조(구매)
조깅화 등 2종 제조(구매)
백단화(남) 등 3종 제조(구매)
베벨 피니언 1종
PC본체 및 모니터 구매납품(설치도)
00지역 가스보일러 철거 및 설치납품 (70세대)
디지털 인쇄장비 구매 및 설치
상근단 가압장 컨트롤 밸브 교체 설치납품
16-3차 전산운영소모품 구매
OO부대 전산장비(PC) 구매
00부대 전산운영용품 구매
영내 케이블 공사 자재 구매
정통대대 토너(검은색) 등 44종(16-336)
00부대 11.5톤 상용트럭 타이어 구매
00부대 11.5톤 방수포 구매
00부대 등 13개소 표준파렛트 구매
00부대 대형전시체계보강 물품구매
빔 프로젝트 램프 등 8종 구매
영외관사 인터폰 구매 설치
시설 유지보수 자재 구매
20톤 반자동 회전식 크라샤 구매
전산 소모품 구매
00부대 동관삽입형 알루미늄 방열기 구매
00부대 의약품 및 의료기재 부대구매
00실험용 노트북 세트 구매
16년 CBT교실 구축사업(리스물건)
후가공 3종 제작/구매
이동식 럭비골대 설치납품
통작업복 등 14종
지우개 등 60종
배드민턴 지주대 3SET
면장갑 등 877종
실내체력단련장 비품 구매
(16-398)군공항사용분담금(할로겐 램프)
오일 펌프 1종
수기 등 25종
베이스기타 앰프 외 11종 구매 설치
"스웨이징 슬리브,와이어로프용 등 7종"
납덩이 등 2종
코란도 타이어 등 13종
지붕난열판넬 등 3종
전기주전자 등 19종
정보화 통신시설 자재 구매
"15차 부대구매 의약품 구매(의료기재, 한방약품 등)"
블랙박스 등 2종 구매
원목식탁의자 140EA
16-267 무선수신기 등 4종
360도 장거리 스피커등 6종 설치 납품
가로등 램프 등 3종
저장매체소거장비 1개
바인더 등 247종 구매
흑백 레이저토너 등 75종
비닐봉투 등 56종
복사용지 등 67종
샤프 등 321종 구매
의약품등(트리티코정 등 123종) 구매
수중청소기 설치납품
플러스펜 등 322종
부직포가방 등 2종
군용레포트화일 등 181품목 구매
백나사 캡 등 163종
3D 커브가위 등 48종
도서(딥러닝제대로시작하기) 등 88종
'16-9차 전산운영용품 집행계획 협조
특전조끼 등 2품목 구매
금촌어린이집 가전비품 구매(17종)
코팅기 등 18품목 구매
중형굴삭기 부수기재(크랴샤) 구매
사격장 바닥(4개소) 시설유지 완충패드 구매
군수처 표준파렛트 물품 구매
보조배터리 등 94품목
대형임팩거치대 등 5품목 구매
배터리등 13품목
디지털케비넷 등 2품목 구매
공구함 등 81품목 구매
17년 간부 업무용 수첩제작
케이블 보강 통신자재 구매
4/4분기 전산운영용품 구매
중형굴삭기 장착부품(크러셔) 구매
축구공 등 45종
16-6차 전산용품 구매
잉크 등 93종
실린더 라이너 등 62종
실린더 라이너 등 62종
필터엘리먼트 등 46종
스파이더직접회로 등 39항목 구매(물품)
중원/은성회관 식자재(가다랑어포등462종) 구매
조달-방-16-64 안전경고문 표지판
4분기 교육장비 구매
3/4분기 전산운영용품 구매
"창, 관찰용 등 8항목 구매(궤도)"
신교대대 백호강당 냉난방기 설치납품
체육기자재 구매
의약품 1종 구매
교도소 침대 생산자재(철재류) 제조납품 3차
사철둥근양장 제작/구매
의약품 1종 구매
00지역(연천) 병영도서 구매(2차)
"인젝터, 연료용 등 2항목 구매(궤도)"
케이블 타이 등 40종
코너철 등 46종
건전지 등 79종 구매
부스터펌프 설치납품
앰범 등 113종
원격단말기 구매(16-299호)
와이퍼올 와이퍼 등 31종 구매
생활하수탱크압력형 전송기 등 3종 구매
컷터날 등 65종
물티슈 등 126품목 구매
압축기(FX5) 1종
"밸브,조절용,유압식 1종"
취사장 에어컨 구매(자산취득비)
GOP 철책하단 균열보수 및 2개소 자재구매(2)
GOP 철책하단 균열보수 및 2개소 자재구매(1)
포스트잇노트 등 40종
16-4차 정보화 운영재료 구매
인쇄장비(입력편집기등 5종)구매
16-호이스크레인 제조/설치
3/4분기 전산운영예산(토너 등 22종)
인쇄용지 2종 구매
00지역 4/4분기 전산용품 구매(추가)
특수훈련시스템 교체사업 구매설치 리스
0000시스템 교체 리스
00부대 통신장비용 UPS 구매설치
00부대 대형전시체계 구매설치
00지역 음향/영상장비 연동구매설치 사업
00부대 이그루탄약고 제습기 제조설치
고속절단기 등 10품목
블랙박스 등 17종 구매
유실지뢰제거 굴삭기 방탄탑(보강)자재 설치 납품
잠수함(SS-II) 군위성 통신장비 전원분배단 정비
합참 청사 화장실 자동음향기기 구매 설치
지진 공중음파 감시시스템 구축사업
전산운영용품(웹캠 등 pc용품 5종) 구매
케이엠시프겔 등 94종 구매
냉장고 등 7종 구매
CO2 WIRE 등 16종 구매
작전용 장갑 등 14종 구매
방탄헬멧 구매
하이드로콜로이드 밴드 등 37종(의료기재)
염화칼륨 주 3% 등 78종(의약품)
B50-FreeCL 등 40종(의무장비시약)
탄약정비용 전자스텐실기 등 7종 구매
윤형철조망 등 3종 구매
HDMI 매트릭스 등 4종 설치납품
저고도탐지레이더 증폭기구매
정통대대 화상카메라 등 16종(16-328)
CCTV 영상 저장매체 구매
00부대 관급자재(조명기구) 제조 설치
사무비품 정비재료 52종 구매
